miRNA	Gene	Input
hsa-miR-5706	AZIN1	-1
hsa-miR-5706	CNOT2	-1
hsa-miR-5706	TOX3	-1
hsa-miR-5706	CTAGE1	-1
hsa-miR-5706	RBFOX1	-1
hsa-miR-5009-3p	GGACT	-1
hsa-miR-5009-3p	ETNK1	-1
hsa-miR-5009-3p	CHIC1	-1
hsa-miR-5009-3p	MINDY2	-1
hsa-miR-5009-3p	NDFIP2	-1
hsa-miR-5009-3p	ZBTB1	-1
hsa-miR-5009-3p	BPNT1	-1
hsa-miR-5009-3p	SYT14	-1
hsa-miR-5009-3p	ACOT13	-1
hsa-miR-5009-3p	PTN	-1
hsa-miR-5009-3p	BOLL	-1
hsa-miR-5009-3p	TMEM169	-1
hsa-miR-5009-3p	ATRX	-1
hsa-miR-5009-3p	EPHA7	-1
hsa-miR-5009-3p	NADK2	-1
hsa-miR-5009-3p	NEMF	-1
hsa-miR-5009-3p	SERPINI1	-1
hsa-miR-5009-3p	ZNF800	-1
hsa-miR-133b	CELF4	-1
hsa-miR-133b	SLC30A7	-1
hsa-miR-133b	FAM117B	-1
hsa-miR-133b	PPP2R2D	-1
hsa-miR-133b	BICC1	-1
hsa-miR-133b	PPP2CA	-1
hsa-miR-133b	PRDM1	-1
hsa-miR-133b	TLCD3A	-1
hsa-miR-133b	PTPRO	-1
hsa-miR-133b	VKORC1	-1
hsa-miR-133b	C11orf58	-1
hsa-miR-133b	LASP1	-1
hsa-miR-133b	SGPP1	-1
hsa-miR-133b	SYT2	-1
hsa-miR-133b	EDEM1	-1
hsa-miR-133b	LHFPL6	-1
hsa-miR-133b	FADS1	-1
hsa-miR-133b	PTBP1	-1
hsa-miR-133b	OSCAR	-1
hsa-miR-133b	LDLRAP1	-1
hsa-miR-133b	VPS54	-1
hsa-miR-133b	PRRT2	-1
hsa-miR-133b	TFAP2D	-1
hsa-miR-133b	PPP2CB	-1
hsa-miR-133b	CLTA	-1
hsa-miR-133b	KIF3C	-1
hsa-miR-133b	TRAM2	-1
hsa-miR-133b	CAPN15	-1
hsa-miR-133b	SOBP	-1
hsa-miR-133b	UBA2	-1
hsa-miR-133b	MAML1	-1
hsa-miR-133b	SH3GL2	-1
hsa-miR-133b	TAGLN2	-1
hsa-miR-133b	PTPRZ1	-1
hsa-miR-133b	SLC6A1	-1
hsa-miR-133b	YES1	-1
hsa-miR-133b	CSNK1G3	-1
hsa-miR-133b	GPM6A	-1
hsa-miR-133b	FBN1	-1
hsa-miR-133b	SEC61B	-1
hsa-miR-3928-3p	NID1	-1
hsa-miR-3928-3p	FAM86C1P	-1
hsa-miR-3928-3p	FAM86B1	-1
hsa-miR-3928-3p	ZNF609	-1
hsa-miR-3928-3p	RTL5	-1
hsa-miR-3928-3p	CACNA2D1	-1
hsa-miR-3928-3p	GABRG1	-1
hsa-miR-3928-3p	SPTBN1	-1
hsa-miR-3689c	IRGQ	-1
hsa-miR-3689c	PHACTR4	-1
hsa-miR-3689c	CBX5	-1
hsa-miR-3689c	ELK1	-1
hsa-miR-3689c	NDST1	-1
hsa-miR-3689c	PAPOLG	-1
hsa-miR-3689c	HOOK3	-1
hsa-miR-3689c	ZNF544	-1
hsa-miR-3689c	RBMS2	-1
hsa-miR-3689c	PLEKHA5	-1
hsa-miR-3689c	ARID2	-1
hsa-miR-3689d	ADAM19	-1
hsa-miR-3689d	NCCRP1	-1
hsa-miR-3689d	PLEKHS1	-1
hsa-miR-3689d	HOMER1	-1
hsa-miR-3689d	PLAGL2	-1
hsa-miR-3689d	SDK2	-1
hsa-miR-3689d	CAPN6	-1
hsa-miR-3689d	TOB1	-1
hsa-miR-3689e	MTMR12	-1
hsa-miR-3689e	CTCFL	-1
hsa-miR-3689e	BTBD8	-1
hsa-miR-3689e	ITM2B	-1
hsa-miR-3689e	PIK3CG	-1
hsa-miR-3689e	PRR27	-1
hsa-miR-3689e	FAM76A	-1
hsa-miR-3689e	PHF20L1	-1
hsa-miR-3689e	ARSJ	-1
hsa-miR-3689e	HNRNPA0	-1
hsa-miR-3689e	ATL1	-1
hsa-miR-3689e	MED13	-1
hsa-miR-3689e	ANKRD50	-1
hsa-miR-3689f	MTMR12	-1
hsa-miR-3689f	CTCFL	-1
hsa-miR-3689f	BTBD8	-1
hsa-miR-3689f	ITM2B	-1
hsa-miR-3689f	PIK3CG	-1
hsa-miR-3689f	PRR27	-1
hsa-miR-3689f	FAM76A	-1
hsa-miR-3689f	PHF20L1	-1
hsa-miR-3689f	ARSJ	-1
hsa-miR-3689f	HNRNPA0	-1
hsa-miR-3689f	ATL1	-1
hsa-miR-3689f	MED13	-1
hsa-miR-3689f	ANKRD50	-1
hsa-miR-200a-5p	BTBD1	-1
hsa-miR-200a-5p	SP3	-1
hsa-miR-200a-5p	PLPP3	-1
hsa-miR-200a-5p	ATAD2	-1
hsa-miR-200a-5p	TIAM2	-1
hsa-miR-200a-5p	SHPRH	-1
hsa-miR-200a-5p	RAB1A	-1
hsa-miR-200a-5p	COPS8	-1
hsa-miR-200a-5p	TMEM39A	-1
hsa-miR-200a-5p	ZNF99	-1
hsa-miR-200a-5p	IL1RAP	-1
hsa-miR-200a-5p	UBR3	-1
hsa-miR-200a-5p	SGK1	-1
hsa-miR-200a-5p	ZC3H12C	-1
hsa-miR-33b-5p	CADM2	-1
hsa-miR-33b-5p	RORA	-1
hsa-miR-33b-5p	CROT	-1
hsa-miR-33b-5p	HBS1L	-1
hsa-miR-33b-5p	CDK6	-1
hsa-miR-33b-5p	ABCA1	-1
hsa-miR-33b-5p	GLCCI1	-1
hsa-miR-33b-5p	HADHB	-1
hsa-miR-33b-5p	YWHAH	-1
hsa-miR-33b-5p	ABHD2	-1
hsa-miR-33b-5p	DYNC1LI2	-1
hsa-miR-33b-5p	CPEB2	-1
hsa-miR-33b-5p	HMGA2	-1
hsa-miR-6735-5p	NFYA	-1
hsa-miR-6735-5p	DUSP13	-1
hsa-miR-6735-5p	PUM2	-1
hsa-miR-6735-5p	ADAMTS4	-1
hsa-miR-6735-5p	PIANP	-1
hsa-miR-6735-5p	SSR1	-1
hsa-miR-6735-5p	WASF2	-1
hsa-miR-6735-5p	C17orf67	-1
hsa-miR-1288-5p	KAT7	-1
hsa-miR-1288-5p	XRN2	-1
hsa-miR-1288-5p	ERVMER34-1	-1
hsa-miR-1288-5p	YWHAG	-1
hsa-miR-1288-5p	EIF5B	-1
hsa-miR-1288-5p	HDAC6	-1
hsa-miR-4693-5p	NR3C1	-1
hsa-miR-4693-5p	RHOQ	-1
hsa-miR-4693-5p	PCDH7	-1
hsa-miR-4693-5p	TRIO	-1
hsa-miR-4693-5p	VWC2	-1
hsa-miR-4693-5p	TMEM215	-1
hsa-miR-4693-5p	ZC3H12C	-1
hsa-miR-373-3p	ZNF367	-1
hsa-miR-373-3p	KAT2B	-1
hsa-miR-373-3p	MTF1	-1
hsa-miR-373-3p	CROT	-1
hsa-miR-373-3p	GLIS3	-1
hsa-miR-373-3p	NR2C2	-1
hsa-miR-373-3p	ZBTB5	-1
hsa-miR-373-3p	CDCA7	-1
hsa-miR-373-3p	UNC80	-1
hsa-miR-373-3p	GDF11	-1
hsa-miR-373-3p	ARID4B	-1
hsa-miR-373-3p	SLC33A1	-1
hsa-miR-373-3p	IKZF2	-1
hsa-miR-373-3p	RAB22A	-1
hsa-miR-373-3p	MYCN	-1
hsa-miR-373-3p	EPHA5	-1
hsa-miR-373-3p	REEP3	-1
hsa-miR-373-3p	SSX2IP	-1
hsa-miR-373-3p	PLAGL2	-1
hsa-miR-373-3p	VLDLR	-1
hsa-miR-373-3p	GNPDA2	-1
hsa-miR-373-3p	LHX6	-1
hsa-miR-373-3p	HECTD2	-1
hsa-miR-373-3p	TNFAIP1	-1
hsa-miR-373-3p	KREMEN1	-1
hsa-miR-373-3p	YOD1	-1
hsa-miR-373-3p	DRD1	-1
hsa-miR-373-3p	FZD6	-1
hsa-miR-373-3p	LAMA3	-1
hsa-miR-373-3p	EDNRB	-1
hsa-miR-373-3p	ZRANB1	-1
hsa-miR-373-3p	LATS2	-1
hsa-miR-373-3p	NFIB	-1
hsa-miR-373-3p	CDC23	-1
hsa-miR-373-3p	OXR1	-1
hsa-miR-373-3p	CREBRF	-1
hsa-miR-373-3p	ZNF827	-1
hsa-miR-373-3p	PPP6C	-1
hsa-miR-373-3p	TXNIP	-1
hsa-miR-373-3p	ZBTB11	-1
hsa-miR-373-3p	FNDC3A	-1
hsa-miR-373-3p	ZNF800	-1
hsa-miR-3928-5p	CACNA1E	-1
hsa-miR-3928-5p	HCFC2	-1
hsa-miR-3928-5p	RAB6A	-1
hsa-miR-3928-5p	CDH11	-1
hsa-miR-3928-5p	GABRA4	-1
hsa-miR-3928-5p	CLRN1	-1
hsa-miR-3928-5p	HNRNPR	-1
hsa-miR-200a-3p	IPO5	-1
hsa-miR-200a-3p	TCF12	-1
hsa-miR-200a-3p	ZEB1	-1
hsa-miR-200a-3p	TRAM1	-1
hsa-miR-200a-3p	ANKRD44	-1
hsa-miR-200a-3p	KLF12	-1
hsa-miR-200a-3p	ARPC5	-1
hsa-miR-200a-3p	ST3GAL3	-1
hsa-miR-200a-3p	RSAD2	-1
hsa-miR-200a-3p	MYH10	-1
hsa-miR-200a-3p	FNIP2	-1
hsa-miR-200a-3p	DSTYK	-1
hsa-miR-200a-3p	TSC1	-1
hsa-miR-200a-3p	DUSP3	-1
hsa-miR-200a-3p	FHIP2A	-1
hsa-miR-200a-3p	ASTN1	-1
hsa-miR-200a-3p	ACOT7	-1
hsa-miR-200a-3p	RANBP6	-1
hsa-miR-200a-3p	FAM168B	-1
hsa-miR-200a-3p	CDK13	-1
hsa-miR-200a-3p	TNRC6B	-1
hsa-miR-200a-3p	PRKACB	-1
hsa-miR-200a-3p	EDEM1	-1
hsa-miR-200a-3p	ATP8A2	-1
hsa-miR-200a-3p	ABL2	-1
hsa-miR-200a-3p	ABHD18	-1
hsa-miR-200a-3p	ATXN1	-1
hsa-miR-200a-3p	ITGA6	-1
hsa-miR-200a-3p	CDK8	-1
hsa-miR-200a-3p	PCDH9	-1
hsa-miR-200a-3p	SUPT6H	-1
hsa-miR-200a-3p	PRKCE	-1
hsa-miR-200a-3p	TSHZ3	-1
hsa-miR-200a-3p	STXBP5	-1
hsa-miR-200a-3p	DMWD	-1
hsa-miR-200a-3p	PPM1E	-1
hsa-miR-200a-3p	WDFY3	-1
hsa-miR-200a-3p	GJC1	-1
hsa-miR-200a-3p	E2F3	-1
hsa-miR-200a-3p	DCP2	-1
hsa-miR-200a-3p	MBNL3	-1
hsa-miR-200a-3p	SOCS5	-1
hsa-miR-200a-3p	DOCK4	-1
hsa-miR-200a-3p	ZEB2	-1
hsa-miR-200a-3p	QSER1	-1
hsa-miR-200a-3p	HIPK3	-1
hsa-miR-200a-3p	EVI5L	-1
hsa-miR-200a-3p	PAFAH1B2	-1
hsa-miR-200a-3p	HNRNPF	-1
hsa-miR-200a-3p	MYBL1	-1
hsa-miR-200a-3p	ELMOD1	-1
hsa-miR-200a-3p	CHD2	-1
hsa-miR-200a-3p	ZBTB34	-1
hsa-miR-200a-3p	ZCCHC24	-1
hsa-miR-200a-3p	ATP8A1	-1
hsa-miR-200a-3p	DEK	-1
hsa-miR-200a-3p	LHFPL6	-1
hsa-miR-200a-3p	RARB	-1
hsa-miR-200a-3p	TMEM170B	-1
hsa-miR-200a-3p	DLC1	-1
hsa-miR-200a-3p	CCDC6	-1
hsa-miR-200a-3p	EPHA7	-1
hsa-miR-200a-3p	PGRMC2	-1
hsa-miR-200a-3p	MINDY3	-1
hsa-miR-200a-3p	ZFR	-1
hsa-miR-200a-3p	ARHGEF18	-1
hsa-miR-200a-3p	ELAVL2	-1
hsa-miR-200a-3p	NUFIP2	-1
hsa-miR-200a-3p	H2AZ1	-1
hsa-miR-200a-3p	CREBRF	-1
hsa-miR-200a-3p	BRD3	-1
hsa-miR-200a-3p	MAP2K4	-1
hsa-miR-200a-3p	WWTR1	-1
hsa-miR-200a-3p	EXOC5	-1
hsa-miR-5089-5p	H2AZ2	-1
hsa-miR-5089-5p	CLIP3	-1
hsa-miR-5089-5p	MRPL57	-1
hsa-miR-5089-5p	ABHD18	-1
hsa-miR-5089-5p	CAMK1D	-1
hsa-miR-5089-5p	CKAP2L	-1
hsa-miR-5089-5p	ASTN1	-1
hsa-miR-7157-3p	UBN2	-1
hsa-miR-7157-3p	ZNF518A	-1
hsa-miR-7157-3p	PLEKHF2	-1
hsa-miR-7157-3p	GRIP1	-1
hsa-miR-7157-3p	EPB41L5	-1
hsa-miR-7157-3p	TMF1	-1
hsa-miR-7157-3p	BBIP1	-1
hsa-miR-7157-3p	TRARG1	-1
hsa-miR-7157-3p	B3GAT1	-1
hsa-miR-7157-3p	SP4	-1
hsa-miR-6760-3p	CASR	-1
hsa-miR-6760-3p	DNAJC27	-1
hsa-miR-6760-3p	AEBP2	-1
hsa-miR-6760-3p	OASL	-1
hsa-miR-6760-3p	RICTOR	-1
hsa-miR-6760-3p	PTPRG	-1
hsa-miR-6760-3p	MYCBP2	-1
hsa-miR-6760-3p	OXR1	-1
hsa-miR-6760-3p	SDC3	-1
hsa-miR-6760-5p	ADAM19	-1
hsa-miR-6760-5p	PHF24	-1
hsa-miR-6760-5p	CERS2	-1
hsa-miR-6760-5p	GOSR1	-1
hsa-miR-6760-5p	ANKRD45	-1
hsa-miR-6760-5p	SOGA1	-1
hsa-miR-6760-5p	TPP1	-1
hsa-miR-6760-5p	DMBX1	-1
hsa-miR-6760-5p	NPTX1	-1
hsa-miR-5089-3p	RGS6	-1
hsa-miR-5089-3p	ATF2	-1
hsa-miR-5089-3p	FHIP2A	-1
hsa-miR-5089-3p	PAPOLG	-1
hsa-miR-5089-3p	GALNT1	-1
hsa-miR-5089-3p	PELI1	-1
hsa-miR-10526-3p	SRSF6	-1
hsa-miR-10526-3p	GALNT11	-1
hsa-miR-10526-3p	MYH9	-1
hsa-miR-10526-3p	MUCL1	-1
hsa-miR-10526-3p	INO80D	-1
hsa-miR-374a-5p	ZNF423	-1
hsa-miR-374a-5p	PRRG1	-1
hsa-miR-374a-5p	DSG2	-1
hsa-miR-374a-5p	ACSL6	-1
hsa-miR-374a-5p	PAQR3	-1
hsa-miR-374a-5p	ATAD2	-1
hsa-miR-374a-5p	CADM2	-1
hsa-miR-374a-5p	ADD3	-1
hsa-miR-374a-5p	RORA	-1
hsa-miR-374a-5p	PARP8	-1
hsa-miR-374a-5p	RABEP1	-1
hsa-miR-374a-5p	EN1	-1
hsa-miR-374a-5p	PITX2	-1
hsa-miR-374a-5p	CSGALNACT2	-1
hsa-miR-374a-5p	PRDM11	-1
hsa-miR-374a-5p	GABRG2	-1
hsa-miR-374a-5p	UBE3A	-1
hsa-miR-374a-5p	MBLAC2	-1
hsa-miR-374a-5p	LDLRAD4	-1
hsa-miR-374a-5p	IGFBP3	-1
hsa-miR-374a-5p	TMPRSS11B	-1
hsa-miR-374a-5p	MCTP2	-1
hsa-miR-374a-5p	NHLRC2	-1
hsa-miR-374a-5p	RNF180	-1
hsa-miR-374a-5p	SEL1L	-1
hsa-miR-374a-5p	N4BP2	-1
hsa-miR-374a-5p	TACC1	-1
hsa-miR-374a-5p	AHI1	-1
hsa-miR-374a-5p	ITGA2	-1
hsa-miR-374a-5p	PDE10A	-1
hsa-miR-374a-5p	MMP14	-1
hsa-miR-374a-5p	SLIT3	-1
hsa-miR-374a-5p	AHR	-1
hsa-miR-374a-5p	GABRG1	-1
hsa-miR-374a-5p	ZSWIM6	-1
hsa-miR-374a-5p	TMEM192	-1
hsa-miR-374a-5p	EXOC7	-1
hsa-miR-374a-5p	HIBADH	-1
hsa-miR-374a-5p	CCDC34	-1
hsa-miR-374a-5p	CEBPB	-1
hsa-miR-374a-5p	BRWD3	-1
hsa-miR-374a-5p	NETO1	-1
hsa-miR-374a-5p	RSF1	-1
hsa-miR-374a-5p	ACAN	-1
hsa-miR-374a-5p	TBC1D23	-1
hsa-miR-374a-5p	VSTM2A	-1
hsa-miR-374a-5p	MKX	-1
hsa-miR-374a-5p	MACC1	-1
hsa-miR-374a-5p	NEUROG2	-1
hsa-miR-374a-5p	DMXL1	-1
hsa-miR-374a-5p	NGLY1	-1
hsa-miR-374a-5p	ACVR2B	-1
hsa-miR-374a-5p	TMEM245	-1
hsa-miR-374a-5p	TMEM108	-1
hsa-miR-610	NIPA2	-1
hsa-miR-610	FEN1	-1
hsa-miR-610	NRIP3	-1
hsa-miR-610	RIMS4	-1
hsa-miR-610	GJA3	-1
hsa-miR-2467-3p	GPATCH8	-1
hsa-miR-2467-3p	N4BP1	-1
hsa-miR-2467-3p	AR	-1
hsa-miR-2467-3p	FAM168B	-1
hsa-miR-2467-3p	KCNB1	-1
hsa-miR-2467-3p	KDM7A	-1
hsa-miR-2467-3p	PNKD	-1
hsa-miR-2467-3p	WDR19	-1
hsa-miR-2467-3p	KIAA1549L	-1
hsa-miR-2467-3p	ARL3	-1
hsa-miR-2467-3p	ALPK3	-1
hsa-miR-2467-3p	MICALL1	-1
hsa-miR-2467-3p	KCNQ4	-1
hsa-miR-2467-3p	TMEM121B	-1
hsa-miR-617	DGKH	-1
hsa-miR-617	CMC1	-1
hsa-miR-617	RFXAP	-1
hsa-miR-617	CEP350	-1
hsa-miR-617	STXBP1	-1
hsa-miR-1305	MDM2	-1
hsa-miR-1305	CRTAP	-1
hsa-miR-1305	CHL1	-1
hsa-miR-1305	GCNT1	-1
hsa-miR-1305	GALNT3	-1
hsa-miR-1305	DCUN1D1	-1
hsa-miR-1305	BANK1	-1
hsa-miR-1305	ANKRD30A	-1
hsa-miR-1305	TENM1	-1
hsa-miR-1305	ZNRF2	-1
hsa-miR-1305	ESCO2	-1
hsa-miR-1305	MDM1	-1
hsa-miR-1305	FAM126B	-1
hsa-miR-1305	RCBTB1	-1
hsa-miR-1305	ARID4B	-1
hsa-miR-1305	RBM7	-1
hsa-miR-1305	GABRA4	-1
hsa-miR-1305	POGLUT1	-1
hsa-miR-1305	BCLAF1	-1
hsa-miR-1305	RAB3C	-1
hsa-miR-1305	RAD21	-1
hsa-miR-1305	ACVR2A	-1
hsa-miR-1305	SP3	-1
hsa-miR-1305	IGSF3	-1
hsa-miR-1305	CSGALNACT2	-1
hsa-miR-1305	TMPO	-1
hsa-miR-1305	SORCS3	-1
hsa-miR-1305	SLC25A46	-1
hsa-miR-1305	MLLT3	-1
hsa-miR-1305	VPS50	-1
hsa-miR-1305	TRPC3	-1
hsa-miR-1305	RASA1	-1
hsa-miR-1305	FAM241A	-1
hsa-miR-1305	USP51	-1
hsa-miR-1305	CPSF6	-1
hsa-miR-1305	ALAD	-1
hsa-miR-1305	WNT16	-1
hsa-miR-1305	BCLAF3	-1
hsa-miR-1305	MAB21L1	-1
hsa-miR-1305	RSL1D1	-1
hsa-miR-1305	ZMYM2	-1
hsa-miR-1305	ATP11C	-1
hsa-miR-1305	NMU	-1
hsa-miR-1305	PRKG1	-1
hsa-miR-1305	PRKAA2	-1
hsa-miR-1305	DCAF8L1	-1
hsa-miR-1305	REPS2	-1
hsa-miR-1305	SERINC1	-1
hsa-miR-1305	TERF2IP	-1
hsa-miR-1305	RAG2	-1
hsa-miR-1305	KATNBL1	-1
hsa-miR-1305	JAKMIP2	-1
hsa-miR-1305	AHR	-1
hsa-miR-1305	TP53INP1	-1
hsa-miR-1305	SLC17A8	-1
hsa-miR-1305	FAM214A	-1
hsa-miR-1305	MARK1	-1
hsa-miR-1305	ELL2	-1
hsa-miR-1305	DCLK1	-1
hsa-miR-1305	ATG12	-1
hsa-miR-1305	ILF2	-1
hsa-miR-1305	TMEM69	-1
hsa-miR-1305	CAV1	-1
hsa-miR-1305	VIRMA	-1
hsa-miR-1305	FAM81A	-1
hsa-miR-1305	LARP7	-1
hsa-miR-1305	PPP4R2	-1
hsa-miR-1305	TBC1D4	-1
hsa-miR-1305	MSRB3	-1
hsa-miR-1305	ZBTB11	-1
hsa-miR-1305	CLOCK	-1
hsa-miR-1305	ZDHHC6	-1
hsa-miR-1305	PRM1	-1
hsa-miR-1305	UBP1	-1
hsa-miR-1305	HMGA2	-1
hsa-miR-1303	EXOC6B	-1
hsa-miR-1303	ZNF69	-1
hsa-miR-1303	OGFRL1	-1
hsa-miR-1303	PSEN1	-1
hsa-miR-1303	SETD7	-1
hsa-miR-1303	ACTL6A	-1
hsa-miR-1303	FRS2	-1
hsa-miR-1303	TASOR	-1
hsa-miR-1303	TRIM33	-1
hsa-miR-1303	AVL9	-1
hsa-miR-1303	FAM131A	-1
hsa-miR-1303	SAMD12	-1
hsa-miR-1303	TG	-1
hsa-miR-1303	TMEM108	-1
hsa-miR-1303	AGMO	-1
hsa-miR-1303	RSBN1	-1
hsa-miR-1303	NR3C1	-1
hsa-miR-1303	TMEM151B	-1
hsa-miR-1303	ANKDD1A	-1
hsa-miR-1303	SLC35G1	-1
hsa-miR-1303	PDIA3	-1
hsa-miR-613	MMD	-1
hsa-miR-613	ZNF281	-1
hsa-miR-613	SLC44A1	-1
hsa-miR-613	SLC39A10	-1
hsa-miR-613	SMIM14	-1
hsa-miR-613	TNKS2	-1
hsa-miR-613	UTRN	-1
hsa-miR-613	BDNF	-1
hsa-miR-613	KIF2A	-1
hsa-miR-613	NXT2	-1
hsa-miR-613	GLCCI1	-1
hsa-miR-613	PHAX	-1
hsa-miR-613	HACD3	-1
hsa-miR-613	GJA1	-1
hsa-miR-613	CDK14	-1
hsa-miR-613	PDIK1L	-1
hsa-miR-613	SNX2	-1
hsa-miR-613	TRAPPC3	-1
hsa-miR-613	SLC10A7	-1
hsa-miR-613	MMD2	-1
hsa-miR-613	SS18	-1
hsa-miR-613	PDCD4	-1
hsa-miR-613	PDCD10	-1
hsa-miR-613	PAX7	-1
hsa-miR-613	XPO6	-1
hsa-miR-613	TMCC1	-1
hsa-miR-613	AP1G1	-1
hsa-miR-613	G6PD	-1
hsa-miR-613	LRRC8A	-1
hsa-miR-613	CEBPZ	-1
hsa-miR-613	CAAP1	-1
hsa-miR-613	TAGLN2	-1
hsa-miR-613	KCNIP3	-1
hsa-miR-613	CPED1	-1
hsa-miR-613	UNC119B	-1
hsa-miR-613	KAT6A	-1
hsa-miR-613	TWF1	-1
hsa-miR-613	GPR137C	-1
hsa-miR-613	NFATC3	-1
hsa-miR-613	ADAR	-1
hsa-miR-613	TPPP	-1
hsa-miR-613	C5orf51	-1
hsa-miR-613	FOXP1	-1
hsa-miR-613	SULF1	-1
hsa-miR-1302	YWHAZ	-1
hsa-miR-1302	CEP20	-1
hsa-miR-1302	GCSAM	-1
hsa-miR-1302	LOC403312	-1
hsa-miR-1302	CTBP2	-1
hsa-miR-612	SIKE1	-1
hsa-miR-612	TMEM41B	-1
hsa-miR-612	DAB2IP	-1
hsa-miR-612	SAR1A	-1
hsa-miR-612	FMO5	-1
hsa-miR-612	BTRC	-1
hsa-miR-612	AHI1	-1
hsa-miR-3973	AKIRIN1	-1
hsa-miR-3973	DCAF13	-1
hsa-miR-3973	ATXN2	-1
hsa-miR-3973	CLCN4	-1
hsa-miR-3973	CCP110	-1
hsa-miR-3973	SORCS1	-1
hsa-miR-3973	PCDH9	-1
hsa-miR-3973	VAV3	-1
hsa-miR-3973	VKORC1L1	-1
hsa-miR-3973	KLHL2	-1
hsa-miR-3973	CPSF6	-1
hsa-miR-3973	UBE2D2	-1
hsa-miR-3973	PDCD5	-1
hsa-miR-3973	WWP1	-1
hsa-miR-3973	PRKCI	-1
hsa-miR-3973	AP1AR	-1
hsa-miR-3973	BLOC1S6	-1
hsa-miR-3973	FXR1	-1
hsa-miR-3973	NBEA	-1
hsa-miR-3973	MINDY2	-1
hsa-miR-3973	IPMK	-1
hsa-miR-3973	IKZF5	-1
hsa-miR-3973	VPS26A	-1
hsa-miR-3973	NHLRC3	-1
hsa-miR-3973	FBXL5	-1
hsa-miR-3973	RAB8B	-1
hsa-miR-3973	HIVEP2	-1
hsa-miR-3973	MKX	-1
hsa-miR-3973	CREBRF	-1
hsa-miR-3973	PRKAA1	-1
hsa-miR-3975	NPAS3	-1
hsa-miR-3975	OGT	-1
hsa-miR-3975	CLDN12	-1
hsa-miR-3975	EPHA4	-1
hsa-miR-3975	CCN2	-1
hsa-miR-3976	BTNL3	-1
hsa-miR-3976	CSRNP2	-1
hsa-miR-3976	SCN2A	-1
hsa-miR-3976	GPC6	-1
hsa-miR-3976	NUDT11	-1
hsa-miR-3977	NDUFAF5	-1
hsa-miR-3977	CNOT6	-1
hsa-miR-3977	CANX	-1
hsa-miR-3977	CTDSPL	-1
hsa-miR-3977	ZDHHC17	-1
hsa-miR-3977	ALCAM	-1
hsa-miR-3977	FAM118A	-1
hsa-miR-3977	UHMK1	-1
hsa-miR-3977	STK3	-1
hsa-miR-3977	MAB21L2	-1
hsa-miR-3977	STT3B	-1
hsa-miR-3977	CDKN1B	-1
hsa-miR-3978	BCL2L13	-1
hsa-miR-3978	PURB	-1
hsa-miR-3978	AP1S2	-1
hsa-miR-3978	SNAP25	-1
hsa-miR-3978	PRICKLE2	-1
hsa-miR-3978	CHIC2	-1
hsa-miR-3978	KDM3B	-1
hsa-miR-3978	KDM7A	-1
hsa-miR-3978	GATM	-1
hsa-miR-3978	ATXN7	-1
hsa-miR-3978	PPIP5K2	-1
hsa-miR-3978	TRANK1	-1
hsa-miR-3978	EIF1B	-1
hsa-miR-3978	LRRTM2	-1
hsa-miR-3978	AP3S2	-1
hsa-miR-3978	NUFIP2	-1
hsa-miR-3978	ZW10	-1
hsa-miR-3978	DGKH	-1
hsa-miR-608	TOM1L2	-1
hsa-miR-608	SEPTIN9	-1
hsa-miR-608	NFIC	-1
hsa-miR-608	ELAVL3	-1
hsa-miR-608	EPHA8	-1
hsa-miR-608	MAP3K13	-1
hsa-miR-608	ATF7	-1
hsa-miR-608	IGLON5	-1
hsa-miR-608	DAGLA	-1
hsa-miR-608	GFAP	-1
hsa-miR-608	PPP1R9B	-1
hsa-miR-608	FOXI1	-1
hsa-miR-608	FOXP4	-1
hsa-miR-608	SIX3	-1
hsa-miR-608	HYOU1	-1
hsa-miR-608	LMOD1	-1
hsa-miR-608	PTPN14	-1
hsa-miR-608	ZNF584	-1
hsa-miR-608	FBXO46	-1
hsa-miR-608	IGFBP5	-1
hsa-miR-608	IQSEC2	-1
hsa-miR-608	MDGA1	-1
hsa-miR-608	ENTPD2	-1
hsa-miR-6796-3p	CBL	-1
hsa-miR-6796-3p	RSBN1L	-1
hsa-miR-6796-3p	PDE4D	-1
hsa-miR-6796-3p	TRIM32	-1
hsa-miR-6796-3p	NFATC3	-1
hsa-miR-361-5p	MTX3	-1
hsa-miR-361-5p	PIK3CG	-1
hsa-miR-361-5p	MEX3C	-1
hsa-miR-361-5p	PANX2	-1
hsa-miR-361-5p	PABIR3	-1
hsa-miR-361-5p	WNT7A	-1
hsa-miR-361-5p	RANBP17	-1
hsa-miR-361-5p	CLDN22	-1
hsa-miR-361-5p	DEXI	-1
hsa-miR-361-5p	TFAP2B	-1
hsa-miR-361-5p	ZMAT3	-1
hsa-miR-606	REPS2	-1
hsa-miR-606	ACVR1	-1
hsa-miR-606	SMARCA5	-1
hsa-miR-606	SCN9A	-1
hsa-miR-606	RUNX1T1	-1
hsa-miR-606	CPSF6	-1
hsa-miR-606	SESTD1	-1
hsa-miR-606	SFRP1	-1
hsa-miR-606	BRWD1	-1
hsa-miR-4668-3p	PTPRR	-1
hsa-miR-4668-3p	RPS6KB1	-1
hsa-miR-4668-3p	PTPRD	-1
hsa-miR-4668-3p	SLC16A7	-1
hsa-miR-4668-3p	CUL5	-1
hsa-miR-4668-3p	PTGES3	-1
hsa-miR-4668-3p	AKAP7	-1
hsa-miR-4668-3p	XRN1	-1
