Pathway	Gene	Correlation
Salivary secretion	ATP2B4	1
Salivary secretion	PRKACA	1
Gastric acid secretion	ADCY1	1
Gastric acid secretion	ADCY4	1
Gastric acid secretion	ADCY5	1
Gastric acid secretion	ITPR1	1
Gastric acid secretion	MYLK	1
Gastric acid secretion	MYLK4	1
Gastric acid secretion	PRKACA	1
Gastric acid secretion	GNAI1	1
Glutamatergic synapse	TRPC1	1
Glutamatergic synapse	ITPR1	1
Glutamatergic synapse	CACNA1C	1
Glutamatergic synapse	GNAI1	1
Glutamatergic synapse	GNAO1	1
Glutamatergic synapse	ADCY1	1
Glutamatergic synapse	ADCY4	1
Glutamatergic synapse	ADCY5	1
Glutamatergic synapse	GNB4	1
Glutamatergic synapse	DLG4	1
Glutamatergic synapse	GNG7	1
Glutamatergic synapse	PRKACA	1
GABAergic synapse	GNAO1	1
GABAergic synapse	ADCY1	1
GABAergic synapse	ADCY4	1
GABAergic synapse	ADCY5	1
GABAergic synapse	GNB4	1
GABAergic synapse	GNG7	1
GABAergic synapse	CACNA1C	1
GABAergic synapse	PLCL1	1
GABAergic synapse	PRKACA	1
GABAergic synapse	GNAI1	1
Cholinergic synapse	ITPR1	1
Cholinergic synapse	CACNA1C	1
Cholinergic synapse	GNAI1	1
Cholinergic synapse	AKT3	1
Cholinergic synapse	GNAO1	1
Cholinergic synapse	ADCY1	1
Cholinergic synapse	ADCY4	1
Cholinergic synapse	ADCY5	1
Cholinergic synapse	GNB4	1
Cholinergic synapse	GNG7	1
Cholinergic synapse	PRKACA	1
Dopaminergic synapse	ITPR1	1
Dopaminergic synapse	CACNA1C	1
Dopaminergic synapse	MAOB	1
Dopaminergic synapse	GNAI1	1
Dopaminergic synapse	AKT3	1
Dopaminergic synapse	GNAL	1
Dopaminergic synapse	GNAO1	1
Dopaminergic synapse	ADCY5	1
Dopaminergic synapse	GNB4	1
Dopaminergic synapse	MAPK10	1
Dopaminergic synapse	GNG7	1
Dopaminergic synapse	PRKACA	1
Serotonergic synapse	TRPC1	1
Serotonergic synapse	ITPR1	1
Serotonergic synapse	CACNA1C	1
Serotonergic synapse	MAOB	1
Serotonergic synapse	PTGS1	1
Serotonergic synapse	GNAI1	1
Serotonergic synapse	GNAO1	1
Serotonergic synapse	ADCY5	1
Serotonergic synapse	GNB4	1
Serotonergic synapse	GNG7	1
Serotonergic synapse	PRKACA	1
Retrograde endocannabinoid signaling	NDUFV3	1
Retrograde endocannabinoid signaling	PRKCA	1
Retrograde endocannabinoid signaling	ITPR2	1
Retrograde endocannabinoid signaling	GNAQ	1
Retrograde endocannabinoid signaling	NDUFA1	1
Retrograde endocannabinoid signaling	NDUFA11	1
Retrograde endocannabinoid signaling	NDUFA13	1
Retrograde endocannabinoid signaling	NDUFA3	1
Retrograde endocannabinoid signaling	NDUFA8	1
Retrograde endocannabinoid signaling	NDUFA9	1
Retrograde endocannabinoid signaling	NDUFB10	1
Retrograde endocannabinoid signaling	NDUFB11	1
Retrograde endocannabinoid signaling	NDUFB7	1
Retrograde endocannabinoid signaling	NDUFS3	1
Retrograde endocannabinoid signaling	NDUFS5	1
Retrograde endocannabinoid signaling	NDUFS6	1
Retrograde endocannabinoid signaling	NDUFS8	1
Retrograde endocannabinoid signaling	ITPR1	1
Retrograde endocannabinoid signaling	CACNA1C	1
Retrograde endocannabinoid signaling	GNAI1	1
Retrograde endocannabinoid signaling	GNAO1	1
Retrograde endocannabinoid signaling	ADCY1	1
Retrograde endocannabinoid signaling	ADCY4	1
Retrograde endocannabinoid signaling	ADCY5	1
Retrograde endocannabinoid signaling	GNB4	1
Retrograde endocannabinoid signaling	MAPK10	1
Retrograde endocannabinoid signaling	GNG7	1
Retrograde endocannabinoid signaling	PRKACA	1
Axon guidance	SEMA5B	1
Axon guidance	SEMA6A	1
Axon guidance	TRPC1	1
Axon guidance	CFL2	1
Axon guidance	BOC	1
Axon guidance	CXCL12	1
Axon guidance	GNAI1	1
Axon guidance	WNT5B	1
Axon guidance	NRP1	1
Axon guidance	NTN1	1
Axon guidance	NTN4	1
Axon guidance	NFATC4	1
Axon guidance	MYL9	1
Axon guidance	SLIT3	1
Axon guidance	RGMA	1
Axon guidance	ILK	1
Axon guidance	ENAH	1
Axon guidance	SEMA3A	1
Axon guidance	SEMA3G	1
Circadian entrainment	ITPR1	1
Circadian entrainment	PRKG1	1
Circadian entrainment	CACNA1C	1
Circadian entrainment	CACNA1H	1
Circadian entrainment	GNAI1	1
Circadian entrainment	RYR2	1
Circadian entrainment	GNAO1	1
Circadian entrainment	RYR3	1
Circadian entrainment	ADCY1	1
Circadian entrainment	ADCY4	1
Circadian entrainment	ADCY5	1
Circadian entrainment	GNB4	1
Circadian entrainment	GNG7	1
Circadian entrainment	PRKACA	1
Thermogenesis	KDM3B	1
Thermogenesis	COA3	1
Thermogenesis	COA4	1
Thermogenesis	ZNF516	1
Thermogenesis	HRAS	1
Thermogenesis	UQCR10	1
Thermogenesis	UQCR11	1
Thermogenesis	UQCRC1	1
Thermogenesis	UQCRHL	1
Thermogenesis	UQCRQ	1
Thermogenesis	NDUFA1	1
Thermogenesis	NDUFA11	1
Thermogenesis	NDUFA13	1
Thermogenesis	NDUFA3	1
Thermogenesis	NDUFA8	1
Thermogenesis	COX14	1
Thermogenesis	NDUFA9	1
Thermogenesis	SOS1	1
Thermogenesis	NDUFAF3	1
Thermogenesis	COX4I1	1
Thermogenesis	COX5A	1
Thermogenesis	COX5B	1
Thermogenesis	COX6A1	1
Thermogenesis	NDUFB10	1
Thermogenesis	COX6B1	1
Thermogenesis	NDUFB11	1
Thermogenesis	COX7B	1
Thermogenesis	NDUFB7	1
Thermogenesis	COX8A	1
Thermogenesis	NDUFS3	1
Thermogenesis	NDUFS5	1
Thermogenesis	NDUFS6	1
Thermogenesis	NDUFS8	1
Thermogenesis	NDUFV3	1
Thermogenesis	CREB3L2	1
Thermogenesis	CREB5	1
Thermogenesis	SMARCA2	1
Thermogenesis	RPS6KA2	1
Thermogenesis	RPS6KB2	1
Pathways in cancer	EPAS1	1
Pathways in cancer	COL4A1	1
Pathways in cancer	COL4A2	1
Pathways in cancer	HDAC1	1
Pathways in cancer	LPAR1	1
Pathways in cancer	ETS1	1
Pathways in cancer	HEY1	1
Pathways in cancer	HEY2	1
Pathways in cancer	HEYL	1
Pathways in cancer	F2R	1
Pathways in cancer	F2RL3	1
Pathways in cancer	CXCL12	1
Pathways in cancer	NOTCH3	1
Pathways in cancer	NOTCH4	1
Pathways in cancer	RUNX1	1
Pathways in cancer	RUNX1T1	1
Pathways in cancer	AKT3	1
Pathways in cancer	SUFU	1
Pathways in cancer	FGF1	1
Pathways in cancer	FGFR1	1
Pathways in cancer	FLT3LG	1
Pathways in cancer	FLT4	1
Pathways in cancer	IL3RA	1
Pathways in cancer	FN1	1
Pathways in cancer	FOXO1	1
Pathways in cancer	PTGER3	1
Pathways in cancer	FZD1	1
Pathways in cancer	FZD2	1
Pathways in cancer	FZD4	1
Pathways in cancer	FZD8	1
Pathways in cancer	GADD45B	1
Pathways in cancer	ITGB1	1
Pathways in cancer	MMP2	1
Pathways in cancer	CDKN2B	1
Pathways in cancer	ARNT2	1
Pathways in cancer	VEGFC	1
Pathways in cancer	TGFB2	1
Pathways in cancer	TGFB3	1
Pathways in cancer	TGFBR1	1
Pathways in cancer	PDGFA	1
Pathways in cancer	PDGFB	1
Pathways in cancer	PDGFRA	1
Pathways in cancer	PDGFRB	1
Pathways in cancer	GLI1	1
Pathways in cancer	GLI2	1
Pathways in cancer	GLI3	1
Pathways in cancer	RASGRP3	1
Pathways in cancer	GNA12	1
Pathways in cancer	GNAI2	1
Pathways in cancer	EDN1	1
Pathways in cancer	EDNRA	1
Pathways in cancer	GNB4	1
Pathways in cancer	GNB5	1
Pathways in cancer	GNG11	1
Pathways in cancer	GNG2	1
Pathways in cancer	WNT5A	1
Pathways in cancer	PGF	1
Pathways in cancer	LAMA2	1
Pathways in cancer	LAMA4	1
Pathways in cancer	LAMB1	1
Pathways in cancer	LAMC1	1
Pathways in cancer	BDKRB1	1
Pathways in cancer	BDKRB2	1
Pathways in cancer	LEF1	1
Pathways in cancer	COL4A2	1
Pathways in cancer	HEYL	1
Pathways in cancer	HGF	1
Pathways in cancer	ADCY1	1
Pathways in cancer	ADCY4	1
Pathways in cancer	ADCY5	1
Pathways in cancer	CXCL12	1
Pathways in cancer	RUNX1T1	1
Pathways in cancer	AKT3	1
Pathways in cancer	MAPK10	1
Pathways in cancer	PRKACA	1
Pathways in cancer	FGFR1	1
Pathways in cancer	FLT4	1
Pathways in cancer	FRAT2	1
Pathways in cancer	PTGER3	1
Pathways in cancer	FZD1	1
Pathways in cancer	FZD4	1
Pathways in cancer	FZD7	1
Pathways in cancer	TCF7L1	1
Pathways in cancer	VEGFC	1
Pathways in cancer	PDGFRB	1
Pathways in cancer	GLI1	1
Pathways in cancer	GLI3	1
Pathways in cancer	RASGRP2	1
Pathways in cancer	GNAI1	1
Pathways in cancer	KIF7	1
Pathways in cancer	EDNRB	1
Pathways in cancer	GNB4	1
Pathways in cancer	KIT	1
Pathways in cancer	GNG7	1
Pathways in cancer	WNT2B	1
Pathways in cancer	WNT5B	1
Pathways in cancer	WNT9A	1
Pathways in cancer	RET	1
Pathways in cancer	LAMA4	1
Pathways in cancer	LAMC1	1
Pathways in cancer	GSTM2	1
Pathways in cancer	GSTO2	1
Proteoglycans in cancer	KDR	1
Proteoglycans in cancer	TIMP3	1
Proteoglycans in cancer	PLAU	1
Proteoglycans in cancer	COL1A1	1
Proteoglycans in cancer	COL1A2	1
Proteoglycans in cancer	MSN	1
Proteoglycans in cancer	AKT3	1
Proteoglycans in cancer	HCLS1	1
Proteoglycans in cancer	WNT5A	1
Proteoglycans in cancer	FZD1	1
Proteoglycans in cancer	FZD2	1
Proteoglycans in cancer	FZD4	1
Proteoglycans in cancer	FZD8	1
Proteoglycans in cancer	ITGA5	1
Proteoglycans in cancer	ITGB1	1
Proteoglycans in cancer	ITGB3	1
Proteoglycans in cancer	CAV1	1
Proteoglycans in cancer	ITGB5	1
Proteoglycans in cancer	MMP2	1
Proteoglycans in cancer	CAV2	1
Proteoglycans in cancer	ITPR1	1
Proteoglycans in cancer	TWIST1	1
Proteoglycans in cancer	DCN	1
Proteoglycans in cancer	FGFR1	1
Proteoglycans in cancer	SDC2	1
Proteoglycans in cancer	MRAS	1
Proteoglycans in cancer	TGFB2	1
Proteoglycans in cancer	LUM	1
Proteoglycans in cancer	THBS1	1
Proteoglycans in cancer	FN1	1
Proteoglycans in cancer	PPP1R12B	1
Proteoglycans in cancer	MSN	1
Proteoglycans in cancer	AKT3	1
Proteoglycans in cancer	WNT2B	1
Proteoglycans in cancer	WNT5B	1
Proteoglycans in cancer	FZD1	1
Proteoglycans in cancer	WNT9A	1
Proteoglycans in cancer	FZD4	1
Proteoglycans in cancer	FZD7	1
Proteoglycans in cancer	ITGA5	1
Proteoglycans in cancer	ITGB3	1
Proteoglycans in cancer	PRKACA	1
Proteoglycans in cancer	HGF	1
Proteoglycans in cancer	ITPR1	1
Proteoglycans in cancer	RDX	1
Proteoglycans in cancer	ANK2	1
Proteoglycans in cancer	FGFR1	1
Proteoglycans in cancer	MRAS	1
Proteoglycans in cancer	FLNA	1
Proteoglycans in cancer	FLNC	1
