Pathway	Gene	Correlation
C-type lectin receptor signaling pathway	CYLD	1
C-type lectin receptor signaling pathway	IL1B	1
C-type lectin receptor signaling pathway	PIK3CD	1
C-type lectin receptor signaling pathway	CCL22	1
C-type lectin receptor signaling pathway	EGR2	1
C-type lectin receptor signaling pathway	NLRP3	1
Natural killer cell mediated cytotoxicity	PRKCB	1
Natural killer cell mediated cytotoxicity	FCER1G	1
Natural killer cell mediated cytotoxicity	FCGR3A	1
Natural killer cell mediated cytotoxicity	IFNAR2	1
Natural killer cell mediated cytotoxicity	GZMB	1
Natural killer cell mediated cytotoxicity	CD247	1
Natural killer cell mediated cytotoxicity	VAV1	1
Natural killer cell mediated cytotoxicity	PLCG2	1
Natural killer cell mediated cytotoxicity	TYROBP	1
Natural killer cell mediated cytotoxicity	NFATC1	1
Natural killer cell mediated cytotoxicity	ZAP70	1
Natural killer cell mediated cytotoxicity	FAS	1
Natural killer cell mediated cytotoxicity	CD48	1
Natural killer cell mediated cytotoxicity	MICB	1
Natural killer cell mediated cytotoxicity	PPP3CC	1
Natural killer cell mediated cytotoxicity	HCST	1
Natural killer cell mediated cytotoxicity	PTPN6	1
Natural killer cell mediated cytotoxicity	PIK3CD	1
Natural killer cell mediated cytotoxicity	RAC2	1
Natural killer cell mediated cytotoxicity	LCK	1
Natural killer cell mediated cytotoxicity	ICAM1	1
Natural killer cell mediated cytotoxicity	ICAM2	1
Natural killer cell mediated cytotoxicity	LCP2	1
Natural killer cell mediated cytotoxicity	PRF1	1
Natural killer cell mediated cytotoxicity	ITGAL	1
Natural killer cell mediated cytotoxicity	ITGB2	1
T cell receptor signaling pathway	RELA	1
T cell receptor signaling pathway	CD247	1
T cell receptor signaling pathway	CD28	1
T cell receptor signaling pathway	VAV1	1
T cell receptor signaling pathway	NFATC1	1
T cell receptor signaling pathway	ZAP70	1
T cell receptor signaling pathway	CD3E	1
T cell receptor signaling pathway	CD4	1
T cell receptor signaling pathway	NFKB1	1
T cell receptor signaling pathway	MAP3K14	1
T cell receptor signaling pathway	NFKBIA	1
T cell receptor signaling pathway	NFKBIE	1
T cell receptor signaling pathway	PPP3CC	1
T cell receptor signaling pathway	MAP3K8	1
T cell receptor signaling pathway	GRAP2	1
T cell receptor signaling pathway	CD8A	1
T cell receptor signaling pathway	PTPN6	1
T cell receptor signaling pathway	PTPRC	1
T cell receptor signaling pathway	PIK3CD	1
T cell receptor signaling pathway	LCK	1
T cell receptor signaling pathway	LCP2	1
T cell receptor signaling pathway	ITK	1
Th1 and Th2 cell differentiation	JAK3	1
Th1 and Th2 cell differentiation	RELA	1
Th1 and Th2 cell differentiation	CD247	1
Th1 and Th2 cell differentiation	HLA-DMB	1
Th1 and Th2 cell differentiation	HLA-DOA	1
Th1 and Th2 cell differentiation	HLA-DPA1	1
Th1 and Th2 cell differentiation	NFATC1	1
Th1 and Th2 cell differentiation	HLA-DPB1	1
Th1 and Th2 cell differentiation	HLA-DQA1	1
Th1 and Th2 cell differentiation	HLA-DQB1	1
Th1 and Th2 cell differentiation	HLA-DRA	1
Th1 and Th2 cell differentiation	ZAP70	1
Th1 and Th2 cell differentiation	HLA-DRB1	1
Th1 and Th2 cell differentiation	CD3E	1
Th1 and Th2 cell differentiation	HLA-DRB5	1
Th1 and Th2 cell differentiation	RUNX3	1
Th1 and Th2 cell differentiation	CD4	1
Th1 and Th2 cell differentiation	NFKB1	1
Th1 and Th2 cell differentiation	NFKBIA	1
Th1 and Th2 cell differentiation	NFKBIE	1
Th1 and Th2 cell differentiation	PPP3CC	1
Th1 and Th2 cell differentiation	STAT4	1
Th1 and Th2 cell differentiation	IL12RB1	1
Th1 and Th2 cell differentiation	STAT5A	1
Th1 and Th2 cell differentiation	IL2RA	1
Th1 and Th2 cell differentiation	IL2RB	1
Th1 and Th2 cell differentiation	LCK	1
Th1 and Th2 cell differentiation	MAF	1
Th1 and Th2 cell differentiation	JAK2	1
Th1 and Th2 cell differentiation	JAK3	1
Th1 and Th2 cell differentiation	CD247	1
Th1 and Th2 cell differentiation	HLA-DMA	1
Th1 and Th2 cell differentiation	HLA-DMB	1
Th1 and Th2 cell differentiation	HLA-DOA	1
Th1 and Th2 cell differentiation	HLA-DPA1	1
Th1 and Th2 cell differentiation	NFATC1	1
Th1 and Th2 cell differentiation	HLA-DPB1	1
Th1 and Th2 cell differentiation	HLA-DQA1	1
Th1 and Th2 cell differentiation	HLA-DQB1	1
Th1 and Th2 cell differentiation	HLA-DRA	1
Th1 and Th2 cell differentiation	HLA-DRB1	1
Th1 and Th2 cell differentiation	CD3E	1
Th1 and Th2 cell differentiation	HLA-DRB5	1
Th1 and Th2 cell differentiation	CD4	1
Th1 and Th2 cell differentiation	STAT1	1
Th1 and Th2 cell differentiation	STAT4	1
Th1 and Th2 cell differentiation	IL12RB1	1
Th1 and Th2 cell differentiation	MAPK11	1
Th1 and Th2 cell differentiation	IL2RA	1
Th1 and Th2 cell differentiation	IL2RB	1
Th17 cell differentiation	FOXP3	1
Th17 cell differentiation	JAK3	1
Th17 cell differentiation	RELA	1
Th17 cell differentiation	CD247	1
Th17 cell differentiation	HLA-DMB	1
Th17 cell differentiation	HLA-DOA	1
Th17 cell differentiation	HLA-DPA1	1
Th17 cell differentiation	NFATC1	1
Th17 cell differentiation	HLA-DPB1	1
Th17 cell differentiation	HLA-DQA1	1
Th17 cell differentiation	HLA-DQB1	1
Th17 cell differentiation	HLA-DRA	1
Th17 cell differentiation	ZAP70	1
Th17 cell differentiation	HLA-DRB1	1
Th17 cell differentiation	CD3E	1
Th17 cell differentiation	HLA-DRB5	1
Th17 cell differentiation	CD4	1
Th17 cell differentiation	NFKB1	1
Th17 cell differentiation	NFKBIA	1
Th17 cell differentiation	NFKBIE	1
Th17 cell differentiation	TGFB1	1
Th17 cell differentiation	PPP3CC	1
Th17 cell differentiation	STAT3	1
Th17 cell differentiation	IL12RB1	1
Th17 cell differentiation	STAT5A	1
Th17 cell differentiation	IRF4	1
Th17 cell differentiation	IL1B	1
Th17 cell differentiation	IL1R1	1
Th17 cell differentiation	IL21R	1
Th17 cell differentiation	IL27RA	1
Th17 cell differentiation	IL2RA	1
Th17 cell differentiation	IL2RB	1
Th17 cell differentiation	LCK	1
Th17 cell differentiation	IL6R	1
Th17 cell differentiation	FOXP3	1
Th17 cell differentiation	JAK2	1
Th17 cell differentiation	JAK3	1
Th17 cell differentiation	CD247	1
Th17 cell differentiation	HLA-DMA	1
Th17 cell differentiation	HLA-DMB	1
Th17 cell differentiation	HLA-DOA	1
Th17 cell differentiation	HLA-DPA1	1
Th17 cell differentiation	NFATC1	1
Th17 cell differentiation	HLA-DPB1	1
Th17 cell differentiation	HLA-DQA1	1
Th17 cell differentiation	HLA-DQB1	1
Th17 cell differentiation	HLA-DRA	1
Th17 cell differentiation	HLA-DRB1	1
Th17 cell differentiation	CD3E	1
Th17 cell differentiation	HLA-DRB5	1
Th17 cell differentiation	CD4	1
Th17 cell differentiation	TGFB1	1
Th17 cell differentiation	STAT1	1
Th17 cell differentiation	IL12RB1	1
Th17 cell differentiation	MAPK11	1
Th17 cell differentiation	IL21R	1
Th17 cell differentiation	IL2RA	1
Th17 cell differentiation	IL2RB	1
B cell receptor signaling pathway	PRKCB	1
B cell receptor signaling pathway	LILRA5	1
B cell receptor signaling pathway	LILRB1	1
B cell receptor signaling pathway	LILRB2	1
B cell receptor signaling pathway	LILRB3	1
B cell receptor signaling pathway	LILRB4	1
B cell receptor signaling pathway	LILRB5	1
B cell receptor signaling pathway	RELA	1
B cell receptor signaling pathway	VAV1	1
B cell receptor signaling pathway	PLCG2	1
B cell receptor signaling pathway	NFATC1	1
B cell receptor signaling pathway	RASGRP3	1
B cell receptor signaling pathway	NFKB1	1
B cell receptor signaling pathway	NFKBIA	1
B cell receptor signaling pathway	NFKBIE	1
B cell receptor signaling pathway	PPP3CC	1
B cell receptor signaling pathway	CD79B	1
B cell receptor signaling pathway	PTPN6	1
B cell receptor signaling pathway	PIK3CD	1
B cell receptor signaling pathway	RAC2	1
B cell receptor signaling pathway	BTK	1
B cell receptor signaling pathway	DAPP1	1
Leukocyte transendothelial migration	PRKCB	1
Leukocyte transendothelial migration	VAV1	1
Leukocyte transendothelial migration	PLCG2	1
Leukocyte transendothelial migration	VCAM1	1
Leukocyte transendothelial migration	MSN	1
Leukocyte transendothelial migration	CXCR4	1
Leukocyte transendothelial migration	NCF1	1
Leukocyte transendothelial migration	NCF2	1
Leukocyte transendothelial migration	NCF4	1
Leukocyte transendothelial migration	PECAM1	1
Leukocyte transendothelial migration	RASSF5	1
Leukocyte transendothelial migration	CYBB	1
Leukocyte transendothelial migration	PIK3CD	1
Leukocyte transendothelial migration	ESAM	1
Leukocyte transendothelial migration	RAC2	1
Leukocyte transendothelial migration	ICAM1	1
Leukocyte transendothelial migration	ITGA4	1
Leukocyte transendothelial migration	RHOH	1
Leukocyte transendothelial migration	ITGAL	1
Leukocyte transendothelial migration	ITGAM	1
Leukocyte transendothelial migration	ITGB2	1
Leukocyte transendothelial migration	MMP2	1
Leukocyte transendothelial migration	MMP9	1
Leukocyte transendothelial migration	ITK	1
Intestinal immune network for IgA production	TGFB1	1
Intestinal immune network for IgA production	IL15	1
Intestinal immune network for IgA production	CD86	1
Intestinal immune network for IgA production	TNFRSF13C	1
Intestinal immune network for IgA production	CD28	1
Intestinal immune network for IgA production	ITGA4	1
Intestinal immune network for IgA production	HLA-DMB	1
Intestinal immune network for IgA production	HLA-DOA	1
Intestinal immune network for IgA production	CXCR4	1
Intestinal immune network for IgA production	HLA-DPA1	1
Intestinal immune network for IgA production	HLA-DPB1	1
Intestinal immune network for IgA production	HLA-DQA1	1
Intestinal immune network for IgA production	HLA-DQB1	1
Intestinal immune network for IgA production	HLA-DRA	1
Intestinal immune network for IgA production	HLA-DRB1	1
Intestinal immune network for IgA production	HLA-DRB5	1
Intestinal immune network for IgA production	CD40	1
Intestinal immune network for IgA production	ITGB7	1
Intestinal immune network for IgA production	MAP3K14	1
Chemokine signaling pathway	CXCL12	1
Chemokine signaling pathway	RASGRP2	1
Chemokine signaling pathway	GNAI2	1
Chemokine signaling pathway	AKT3	1
Chemokine signaling pathway	HCK	1
Chemokine signaling pathway	GNG5	1
Chemokine signaling pathway	PREX1	1
Chemokine signaling pathway	FGR	1
Chemokine signaling pathway	ARRB2	1
Chemokine signaling pathway	BCAR1	1
Chemokine signaling pathway	ADCY4	1
Chemokine signaling pathway	ADCY5	1
Chemokine signaling pathway	PIK3CD	1
Chemokine signaling pathway	GRK5	1
Chemokine signaling pathway	PIK3R5	1
Chemokine signaling pathway	CCL15	1
Chemokine signaling pathway	CCL20	1
Chemokine signaling pathway	WAS	1
Chemokine signaling pathway	CCR1	1
Chemokine signaling pathway	CCR5	1
Chemokine signaling pathway	PLCB2	1
Chemokine signaling pathway	PLCG2	1
Chemokine signaling pathway	CXCL8	1
Chemokine signaling pathway	CXCL9	1
Chemokine signaling pathway	CXCR4	1
Chemokine signaling pathway	NCF1	1
Chemokine signaling pathway	RASGRP2	1
Chemokine signaling pathway	STAT2	1
Chemokine signaling pathway	HCK	1
Chemokine signaling pathway	STAT3	1
Chemokine signaling pathway	GNB4	1
Chemokine signaling pathway	GNB5	1
Chemokine signaling pathway	GNG2	1
Chemokine signaling pathway	GNG7	1
Chemokine signaling pathway	GNGT2	1
Chemokine signaling pathway	PREX1	1
Chemokine signaling pathway	ITK	1
Chemokine signaling pathway	PRKCB	1
Chemokine signaling pathway	JAK3	1
Chemokine signaling pathway	RELA	1
Chemokine signaling pathway	DOCK2	1
Chemokine signaling pathway	VAV1	1
Chemokine signaling pathway	FGR	1
Chemokine signaling pathway	NFKB1	1
Chemokine signaling pathway	NFKBIA	1
Chemokine signaling pathway	ADCY7	1
Chemokine signaling pathway	PIK3CD	1
Chemokine signaling pathway	PIK3R5	1
Chemokine signaling pathway	PIK3R6	1
Chemokine signaling pathway	RAC2	1
Chemokine signaling pathway	CCL18	1
Chemokine signaling pathway	CCL2	1
Chemokine signaling pathway	CCL22	1
Chemokine signaling pathway	CCL4	1
Chemokine signaling pathway	CCL5	1
Chemokine signaling pathway	WAS	1
Relaxin signaling pathway	PLCB2	1
Relaxin signaling pathway	GNB4	1
Relaxin signaling pathway	GNB5	1
Relaxin signaling pathway	GNG2	1
Relaxin signaling pathway	GNG7	1
Relaxin signaling pathway	GNGT2	1
Relaxin signaling pathway	MMP1	1
Relaxin signaling pathway	MMP2	1
Relaxin signaling pathway	MMP9	1
Relaxin signaling pathway	RELA	1
Relaxin signaling pathway	VEGFC	1
Relaxin signaling pathway	NFKB1	1
Relaxin signaling pathway	NFKBIA	1
Relaxin signaling pathway	TGFB1	1
Relaxin signaling pathway	ADCY7	1
Relaxin signaling pathway	PIK3CD	1
Osteoclast differentiation	CTSK	1
Osteoclast differentiation	LILRA5	1
Osteoclast differentiation	LILRB1	1
Osteoclast differentiation	LILRB2	1
Osteoclast differentiation	LILRB3	1
Osteoclast differentiation	LILRB4	1
Osteoclast differentiation	LILRB5	1
Osteoclast differentiation	TNFRSF1A	1
Osteoclast differentiation	OSCAR	1
Osteoclast differentiation	PLCG2	1
Osteoclast differentiation	NCF1	1
Osteoclast differentiation	NCF2	1
Osteoclast differentiation	NCF4	1
Osteoclast differentiation	NOX1	1
Osteoclast differentiation	MAP3K14	1
Osteoclast differentiation	PPP3CC	1
Osteoclast differentiation	STAT2	1
Osteoclast differentiation	CYLD	1
Osteoclast differentiation	SOCS1	1
Osteoclast differentiation	SOCS3	1
Osteoclast differentiation	BTK	1
Osteoclast differentiation	ACP5	1
Osteoclast differentiation	FCGR2A	1
Osteoclast differentiation	FCGR3A	1
Osteoclast differentiation	IFNAR2	1
Osteoclast differentiation	RELA	1
Osteoclast differentiation	SPI1	1
Osteoclast differentiation	TYROBP	1
Osteoclast differentiation	NFATC1	1
Osteoclast differentiation	TREM2	1
Osteoclast differentiation	SIRPA	1
Osteoclast differentiation	NFKB1	1
Osteoclast differentiation	NFKBIA	1
Osteoclast differentiation	TGFB1	1
Osteoclast differentiation	CSF1	1
Osteoclast differentiation	CSF1R	1
Osteoclast differentiation	IL1B	1
Osteoclast differentiation	IL1R1	1
Osteoclast differentiation	PIK3CD	1
Osteoclast differentiation	LCK	1
Osteoclast differentiation	LCP2	1
Osteoclast differentiation	LILRB1	1
Osteoclast differentiation	LILRB2	1
Osteoclast differentiation	LILRB3	1
Osteoclast differentiation	LILRB4	1
Osteoclast differentiation	NCF1	1
Osteoclast differentiation	NCF2	1
Osteoclast differentiation	STAT1	1
Osteoclast differentiation	STAT2	1
Osteoclast differentiation	CYLD	1
Osteoclast differentiation	IRF9	1
Osteoclast differentiation	MAPK11	1
Osteoclast differentiation	BTK	1
Osteoclast differentiation	ACP5	1
Osteoclast differentiation	FCGR2A	1
Osteoclast differentiation	FCGR3A	1
Osteoclast differentiation	SPI1	1
Osteoclast differentiation	TYROBP	1
Osteoclast differentiation	NFATC1	1
Osteoclast differentiation	TGFB1	1
Osteoclast differentiation	CSF1	1
Osteoclast differentiation	CSF1R	1
Osteoclast differentiation	PIK3CD	1
Osteoclast differentiation	LCP2	1
Thermogenesis	COA1	1
Thermogenesis	UQCRC2	1
Thermogenesis	UQCRFS1	1
Thermogenesis	UQCRH	1
Thermogenesis	COX11	1
Thermogenesis	COX15	1
Thermogenesis	NDUFAB1	1
Thermogenesis	COX18	1
Thermogenesis	COX7A2	1
Thermogenesis	COX7A2L	1
Thermogenesis	NDUFB6	1
Thermogenesis	NDUFB8	1
Thermogenesis	NDUFB9	1
Thermogenesis	NDUFS3	1
Thermogenesis	NDUFS4	1
Thermogenesis	ACTL6A	1
Thermogenesis	SDHB	1
Pathways in cancer	COL4A1	1
Pathways in cancer	COL4A2	1
Pathways in cancer	HEY2	1
Pathways in cancer	HEYL	1
Pathways in cancer	SPI1	1
Pathways in cancer	F2RL3	1
Pathways in cancer	ADCY4	1
Pathways in cancer	ADCY5	1
Pathways in cancer	CSF1R	1
Pathways in cancer	PPARG	1
Pathways in cancer	CXCL12	1
Pathways in cancer	NOTCH3	1
Pathways in cancer	NOTCH4	1
Pathways in cancer	RUNX1T1	1
Pathways in cancer	AKT3	1
Pathways in cancer	IGF1R	1
Pathways in cancer	FGFR1	1
Pathways in cancer	FLT4	1
Pathways in cancer	IL3RA	1
Pathways in cancer	IL4R	1
Pathways in cancer	FN1	1
Pathways in cancer	PTGER3	1
Pathways in cancer	FZD1	1
Pathways in cancer	FZD2	1
Pathways in cancer	FZD7	1
Pathways in cancer	FZD8	1
Pathways in cancer	ARHGEF1	1
Pathways in cancer	GADD45B	1
Pathways in cancer	TCF7L1	1
Pathways in cancer	MMP2	1
Pathways in cancer	VEGFB	1
Pathways in cancer	VEGFC	1
Pathways in cancer	TGFB3	1
Pathways in cancer	PDGFA	1
Pathways in cancer	PDGFB	1
Pathways in cancer	PDGFRB	1
Pathways in cancer	GLI1	1
Pathways in cancer	GLI2	1
Pathways in cancer	GLI3	1
Pathways in cancer	RARA	1
Pathways in cancer	RASGRP2	1
Pathways in cancer	GNA12	1
Pathways in cancer	GNAI2	1
Pathways in cancer	GNG5	1
Pathways in cancer	WNT9A	1
Pathways in cancer	PGF	1
Pathways in cancer	LAMA4	1
Pathways in cancer	LAMB2	1
Pathways in cancer	PIK3CD	1
Pathways in cancer	BDKRB1	1
Pathways in cancer	BDKRB2	1
Pathways in cancer	SMO	1
Pathways in cancer	PLCB2	1
Pathways in cancer	PLCG2	1
Pathways in cancer	ETS1	1
Pathways in cancer	HES1	1
Pathways in cancer	TRAF1	1
Pathways in cancer	SPI1	1
Pathways in cancer	NFKB1	1
Pathways in cancer	NFKBIA	1
Pathways in cancer	CSF1R	1
Pathways in cancer	ADCY7	1
Pathways in cancer	CSF2RA	1
Pathways in cancer	CSF2RB	1
Pathways in cancer	CSF3R	1
Pathways in cancer	HMOX1	1
Pathways in cancer	CXCL8	1
Pathways in cancer	CXCR4	1
Pathways in cancer	FAS	1
Pathways in cancer	STAT2	1
Pathways in cancer	STAT3	1
Pathways in cancer	STAT4	1
Pathways in cancer	STAT5A	1
Pathways in cancer	PRKCB	1
Pathways in cancer	IFNAR2	1
Pathways in cancer	IL12RB1	1
Pathways in cancer	IL15	1
Pathways in cancer	IL2RA	1
Pathways in cancer	IL2RB	1
Pathways in cancer	FLT3LG	1
Pathways in cancer	IL6R	1
Pathways in cancer	IL7R	1
Pathways in cancer	MMP1	1
Pathways in cancer	MMP2	1
Pathways in cancer	MMP9	1
Pathways in cancer	SHH	1
Pathways in cancer	JAK3	1
Pathways in cancer	ARNT2	1
Pathways in cancer	VEGFC	1
Pathways in cancer	TGFB1	1
Pathways in cancer	RAC2	1
Pathways in cancer	PDGFRB	1
Pathways in cancer	RASGRP2	1
Pathways in cancer	RASGRP3	1
Pathways in cancer	RASSF5	1
Pathways in cancer	GNB4	1
Pathways in cancer	GNB5	1
Pathways in cancer	GNG2	1
Pathways in cancer	GNG7	1
Pathways in cancer	GNGT2	1
Pathways in cancer	RELA	1
Pathways in cancer	LAMA1	1
Pathways in cancer	BCL2	1
Pathways in cancer	BCL2L11	1
Pathways in cancer	PIK3CD	1
Pathways in cancer	PIM1	1
Pathways in cancer	PIM2	1
Transcriptional misregulation in cancer	PDGFA	1
Transcriptional misregulation in cancer	ZEB1	1
Transcriptional misregulation in cancer	PLAT	1
Transcriptional misregulation in cancer	RARA	1
Transcriptional misregulation in cancer	RUNX1T1	1
Transcriptional misregulation in cancer	ERG	1
Transcriptional misregulation in cancer	ITGAM	1
Transcriptional misregulation in cancer	GADD45B	1
Transcriptional misregulation in cancer	SPI1	1
Transcriptional misregulation in cancer	IGF1R	1
Transcriptional misregulation in cancer	TFE3	1
Transcriptional misregulation in cancer	CSF1R	1
Transcriptional misregulation in cancer	NUPR1	1
Transcriptional misregulation in cancer	FLI1	1
Transcriptional misregulation in cancer	LYL1	1
Transcriptional misregulation in cancer	MEIS1	1
Transcriptional misregulation in cancer	PPARG	1
Transcriptional misregulation in cancer	MAF	1
Transcriptional misregulation in cancer	BMP2K	1
Transcriptional misregulation in cancer	CD14	1
Transcriptional misregulation in cancer	PLAU	1
Transcriptional misregulation in cancer	GZMB	1
Transcriptional misregulation in cancer	CXCL8	1
Transcriptional misregulation in cancer	CD40	1
Transcriptional misregulation in cancer	LMO2	1
Transcriptional misregulation in cancer	CD86	1
Transcriptional misregulation in cancer	ETV4	1
Transcriptional misregulation in cancer	ITGAM	1
Transcriptional misregulation in cancer	ITGB7	1
Transcriptional misregulation in cancer	MMP9	1
Transcriptional misregulation in cancer	HHEX	1
Transcriptional misregulation in cancer	CDK14	1
Transcriptional misregulation in cancer	TRAF1	1
Transcriptional misregulation in cancer	RELA	1
Transcriptional misregulation in cancer	SPI1	1
Transcriptional misregulation in cancer	ARNT2	1
Transcriptional misregulation in cancer	NFKB1	1
Transcriptional misregulation in cancer	CSF1R	1
Transcriptional misregulation in cancer	BCL2A1	1
Transcriptional misregulation in cancer	FLI1	1
Transcriptional misregulation in cancer	BCL6	1
Transcriptional misregulation in cancer	LYL1	1
Transcriptional misregulation in cancer	IL2RB	1
Transcriptional misregulation in cancer	MAF	1
MicroRNAs in cancer	PDGFRB	1
MicroRNAs in cancer	ZEB2	1
MicroRNAs in cancer	PLAU	1
MicroRNAs in cancer	PLCG2	1
MicroRNAs in cancer	STAT3	1
MicroRNAs in cancer	SOCS1	1
MicroRNAs in cancer	ITGA5	1
MicroRNAs in cancer	MMP9	1
MicroRNAs in cancer	PRKCB	1
MicroRNAs in cancer	NFKB1	1
MicroRNAs in cancer	VIM	1
MicroRNAs in cancer	BCL2	1
MicroRNAs in cancer	BCL2L11	1
MicroRNAs in cancer	HMOX1	1
MicroRNAs in cancer	PIK3CD	1
MicroRNAs in cancer	PIM1	1
Proteoglycans in cancer	CTSL	1
Proteoglycans in cancer	PLAU	1
Proteoglycans in cancer	PLCG2	1
Proteoglycans in cancer	MSN	1
Proteoglycans in cancer	TLR2	1
Proteoglycans in cancer	FAS	1
Proteoglycans in cancer	STAT3	1
Proteoglycans in cancer	HCLS1	1
Proteoglycans in cancer	PTPN6	1
Proteoglycans in cancer	ITGA5	1
Proteoglycans in cancer	MMP2	1
Proteoglycans in cancer	MMP9	1
Proteoglycans in cancer	PRKCB	1
Proteoglycans in cancer	ITPR1	1
Proteoglycans in cancer	SHH	1
Proteoglycans in cancer	DCN	1
Proteoglycans in cancer	VAV1	1
Proteoglycans in cancer	MRAS	1
Proteoglycans in cancer	TGFB1	1
Proteoglycans in cancer	PIK3CD	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	RELA	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	CD247	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	MYD88	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	CD28	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	BATF3	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	NFATC1	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	TLR2	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	ZAP70	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	CD3E	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	CD4	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	NFKB1	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	NFKBIA	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	MAP3K3	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	NFKBIE	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	PPP3CC	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	STAT3	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	PTPN6	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	PIK3CD	1
PD-L1 expression and PD-1 checkpoint pathway in cancer	LCK	1
