Ensembl_ID	TCGA-L5-A4OG-01A	TCGA-JY-A6FB-01A	TCGA-V5-A7RE-01A	TCGA-L5-A43E-01A	TCGA-LN-A49M-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GJ-01A	TCGA-L5-A893-01A	TCGA-LN-A7HV-01A	TCGA-L5-A4OH-01A	TCGA-IC-A6RF-01A	TCGA-JY-A93F-01A	TCGA-LN-A4A9-01A	TCGA-L5-A4OJ-01A	TCGA-LN-A5U7-01A
YBX1	7.711607581	7.735302274	7.554811615	7.694282928	8.278799664	6.604809229	7.822447199	7.996875861	8.868331716	8.181907568	7.70236626	7.916341058	8.648901387	8.153213765	7.543570684
YBX2	1.281899465	0.151463848	1.032559658	1.661431305	0.838628548	0.598645956	1.339134244	1.194682291	0.650051408	3.277100454	0.077721413	0.035321604	0.263917274	2.691108049	0.28659444
YBX3	4.820097614	4.465140198	4.465102922	4.254300227	4.454023024	5.614693293	4.355795464	4.42486414	6.582747841	4.284727285	5.636358095	5.624705175	5.168857787	4.469841905	5.717953218
YDJC	3.843904126	4.516441841	4.433824848	4.782578726	3.922058553	2.804325424	4.357987517	3.658653906	4.606276353	4.303008603	4.308308717	4.549881091	3.662829556	4.562944048	4.547232844
YEATS2	3.064966952	2.577533891	3.275687218	3.242395715	3.233974446	2.585432955	3.06366465	2.512729144	3.175806908	2.478944583	3.090722243	2.584014776	4.629067317	2.389314185	4.992705762
YEATS4	3.817291465	3.492718635	3.621135492	3.123706503	3.734910025	2.028298054	2.871075941	3.236871905	4.177656126	3.220444924	3.260274835	3.652797597	3.686916975	3.978429743	3.635216315
YES1	4.788239247	4.960068653	5.834861269	3.739816122	4.722166751	3.968512264	4.511853908	3.819936383	4.443644682	4.388495843	4.252896166	3.936146107	3.936998718	4.368198131	5.884557662
YIF1A	4.902849139	5.542397502	5.317483434	4.57329373	4.698952886	3.636316485	4.630779176	5.010372688	5.089993834	5.535621863	4.485266696	4.713422592	4.265904926	5.521081213	4.586603314
YIF1B	3.384076705	3.023295731	3.758501763	2.246844948	3.66178515	2.67419013	3.082542437	3.251784909	4.691433765	3.696864453	3.102110777	3.393459439	3.084013731	3.033414738	2.949886192
YIPF1	3.473055364	3.393942753	3.771698301	3.47747619	3.838973441	3.520824585	3.375507027	4.16009346	3.312172436	3.265285302	3.778955059	3.227082719	3.702818755	3.725685407	2.806931325
YIPF2	3.920513943	4.054188954	3.843118065	3.513219016	3.302217825	3.397384194	4.236054325	3.998959059	4.014979664	3.754612985	3.736000289	3.856893331	2.934839774	4.939304742	3.690849757
YIPF3	4.739752276	8.022847596	5.176642446	4.926172932	4.593324388	4.391327591	5.417366299	5.212464658	4.959581708	5.079853854	5.110297258	4.447351366	4.541433024	5.536358214	4.614200761
YIPF4	3.350656104	2.570998343	2.692096337	2.696582867	2.572755796	2.406337923	2.773872692	2.688811161	2.442775768	2.811358365	2.831547379	2.314797792	2.755071566	3.235609279	2.690473914
YIPF5	3.624126082	3.426193533	3.442870593	3.161589092	3.203967432	3.508714395	3.758647525	3.768426768	2.850149426	3.150926427	3.922616434	3.600460438	3.724477708	3.695292837	4.000817779
YIPF6	2.917361327	2.637827622	3.183084591	3.668465331	2.563327131	2.344062323	3.01382247	2.927593276	2.998236762	3.393313721	2.443942611	2.493150901	2.554686693	3.277973955	2.246817638
YJEFN3	0.611152757	1.241972345	0.820895332	0.883726465	0.816921949	0.4727466	1.306352183	0.680427836	0.800734738	1.279053127	0.506026215	0.189312281	2.341111816	0.719846728	1.204159382
YKT6	4.950388056	4.919737447	4.818822486	4.616133321	5.035407109	4.099369624	4.240574483	4.663438007	5.058010317	5.214113085	4.498905182	4.507451937	4.133381018	4.692953618	5.095059706
YLPM1	2.705330899	2.528531696	2.864544904	3.070267897	2.620131542	2.18518987	2.802993253	2.643256756	1.963691313	2.883502375	2.913567635	2.652115713	2.860602456	2.865220183	3.69150684
YME1L1	4.482078548	4.409267712	3.741127724	4.464435134	4.459404151	4.006824955	4.84089788	4.23175997	4.1387772	4.833253604	4.826831843	4.067323881	3.115662139	4.738056955	4.323051013
YOD1	3.265992271	3.266789691	2.236869114	2.594256061	3.140401695	4.713962343	3.08028198	3.038057626	1.8349266	4.221559195	2.783818756	3.799836933	3.502505098	2.434482771	2.412794753
YPEL1	0.152893044	0.127754392	0.155543919	0.239417684	0.083756062	0.085235463	0.172547655	1.034168239	0.231797281	0.279907822	0.244752382	0.060047216	0.179278706	0.111309358	0.047018131
YPEL2	2.245745133	2.624654028	2.179965366	1.508053616	1.007286521	2.225754258	1.723323134	1.857104705	0.528954182	1.476203071	1.471724733	1.768430917	2.225694484	2.601869518	0.92946647
YPEL3	3.324741199	2.462423879	3.863045415	2.666549097	2.743118562	4.351362499	3.068034953	3.744252792	3.81423721	3.864611177	4.007282805	3.042092427	4.115187857	3.560574324	2.146888631
YPEL4	0.316369653	0.127307101	0.131843134	0.069199163	0.17473626	0.100346474	0.108179528	0.229684395	0.102555586	0.093500011	0.176644048	0.149349067	0.842852594	0.042750016	0.289883755
YPEL5	4.207186314	3.603606689	3.271198282	3.646472322	4.835508562	4.228963528	3.83356381	4.16646982	4.720592809	3.70454986	5.106829972	4.28956805	4.871820654	4.003486797	4.089083938
YRDC	3.532014834	3.381670617	3.065654952	3.546950219	3.463890244	2.282229838	3.453582537	3.305546674	3.92050849	4.146421996	3.604110265	3.378841052	3.025773001	3.497950193	2.554268784
YTHDC1	3.412239333	2.939271731	3.194338181	3.725203092	2.9974946	3.338773034	3.501253778	3.384642673	3.265252186	3.405031597	3.245271287	3.519029599	4.215169865	3.471060557	3.240269864
YTHDC2	2.386023869	2.226377718	2.133882028	2.162363185	2.053653033	2.545275713	2.509012485	2.739847781	1.844201798	2.412042836	2.864095841	2.770947555	2.869156244	2.414864577	2.53314125
YTHDF1	5.043947864	5.099765219	4.774999318	4.461814788	4.256912067	3.415430231	5.136739418	4.272857779	4.284809521	4.423608628	4.579728515	3.892182398	3.954252973	4.818928587	4.852769707
YTHDF2	4.023825903	4.359954528	4.207928178	4.718087927	4.397681536	3.992983833	4.923208384	4.577584309	4.610873886	4.76203807	4.63663476	4.664599315	4.123201346	4.720372588	4.549477698
YTHDF3	4.307939364	3.514102394	4.268150492	5.422583804	3.8451924	3.938570096	4.416446713	4.039923209	3.573260515	3.850841493	3.874009895	4.078935624	4.672472274	4.267289837	4.370821627
YWHAB	7.30085828	6.729101378	7.071291819	6.853428521	6.849502167	6.786290792	7.03982024	6.995126827	7.053956176	8.351127743	6.569949459	6.748307843	5.983436246	6.826103114	7.097903557
YWHAE	6.272569265	6.513681967	6.603706051	6.075449434	6.995953798	6.341359429	6.28801818	6.380337768	6.645895327	6.283585	6.486813859	7.268205112	6.131162046	6.649504982	7.219933622
YWHAG	6.198289533	6.318592418	4.968221615	5.834187406	5.971709982	4.993495162	5.90632996	5.288786089	6.430965186	6.505590197	5.83228592	5.974352915	5.64266331	5.554685016	7.056369577
YWHAH	5.2489221	6.961322012	6.124112169	6.00194061	6.063139615	4.289808421	5.570913545	6.400285044	6.837592953	5.779842983	5.723821661	5.863524461	6.230931371	6.411793432	6.380748289
YWHAQ	6.838841979	6.789904228	7.073870622	6.070307726	7.946643122	6.991289984	6.353407189	6.720892862	7.771054992	6.459142144	7.588465251	7.78600023	6.700044719	6.676506569	7.762892258
YWHAZ	8.545682969	6.267705675	7.408902804	8.014529876	8.316054628	7.502881565	6.444949301	6.952211891	7.27802977	8.33041505	6.607837807	8.605023966	7.661892308	6.212424237	7.148249753
YY1	4.070711101	4.123162211	4.600225239	4.092911699	4.167687634	3.58129731	4.260509408	3.997585818	3.723061824	4.167271089	4.083784694	4.414176437	4.360438641	4.385880923	5.112839969
YY1AP1	3.547315145	3.758936719	4.031358336	3.668179682	3.387912929	4.138722902	4.456178581	3.929711682	3.310453816	4.314546771	3.7239074	3.626671298	3.697215019	4.177739739	3.960756441
YY2	0.218115019	0.213137475	0.887297392	0.817099561	0.54843497	0.356655224	0.199808941	0.448956708	0.284465984	1.018347188	0.379567911	0.358244821	0.891194238	0.508568951	0.428499268
ZACN	0.127406791	0.104693872	0.24714872	0.186087378	0.224721626	0.227113473	0.096952052	0.173862718	0.226410487	0.214355434	0.239688167	0.213440122	0.54384353	0.056080734	0.118288927
ZADH2	1.481084753	2.789806794	3.331293817	2.400818403	1.774640864	1.989393985	3.180675417	2.219238102	2.439778838	2.457219882	2.363533347	2.204126145	2.704640696	2.584381833	3.067663328
ZAP70	1.284213979	0.209298815	0.381837462	0.768644086	0.180857466	0.315786466	0.399070432	1.674090833	0.336858394	0.492597555	0.750149623	0.352907453	1.254002878	0.706869091	0.27697532
ZBED1	3.359237324	3.616118313	4.585613818	3.279908078	3.22798461	2.916688777	3.099396027	3.689026952	3.976160022	2.908340971	3.992723622	3.685948924	3.343197628	3.920603273	3.062637608
ZBED1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZBED2	1.327649183	0.068404097	0.250905481	0.243754561	3.377920903	4.027793478	0.08703262	1.962591442	1.862687837	0.152370824	2.591549014	3.773897333	1.289266801	0.15161032	4.985130382
ZBED3	2.351160451	3.354402188	2.496327113	2.591291717	0.553265569	0.904482263	3.136061961	2.421208808	1.201664844	3.177318818	1.081708533	1.076679935	0.843449768	2.266456253	0.973697089
ZBED4	3.076359048	3.656376324	3.267705552	4.07009725	3.462371418	2.847392385	4.12909593	3.248415024	2.836060467	2.844318018	3.358774397	3.555820836	2.681124831	3.625036231	3.306248434
ZBED5	2.159027551	1.890081579	2.055264631	2.367440551	2.16275774	2.062413415	2.400920015	2.134690735	2.416552099	3.288220661	2.443797766	2.266795	3.383517954	2.247262444	2.414913935
ZBED6	2.736200038	2.648884458	1.935886981	2.120515843	1.520416134	1.878940258	1.955961136	2.223549542	1.334385576	2.549189685	2.097780409	1.186419923	2.379534143	1.325585509	2.87312747
ZBED8	1.004352477	0.571373546	1.056403148	0.681457938	0.768772193	0.809934414	0.596239906	0.792789392	1.022513006	1.027529592	0.634244358	0.760924067	1.709424192	1.018325002	1.572874616
ZBP1	1.496164254	0.102748019	0.622177908	0.87556128	0.095125004	0.690172322	0.240840844	0.733079943	0.172630931	2.960904062	1.681499986	0.145197218	0.506876434	0.8102686	0.282909049
ZBTB1	2.773823282	2.647919602	2.573688914	3.660619681	3.024544403	2.568015317	2.878936676	2.914414861	2.342284483	3.209866487	2.793121973	2.428095411	3.83540647	3.319882102	3.210041743
ZBTB10	0.424966053	0.499509858	1.697772419	0.27285455	0.430689346	0.305502459	1.198688002	2.029103384	0.648236395	1.492788246	0.331318245	0.270074658	1.918985599	0.270827624	1.591706954
ZBTB11	2.778106818	2.286478861	2.391088228	2.808125862	2.713858011	2.2905927	2.89684256	2.260034882	2.722216854	2.791489821	2.615719553	2.624907377	3.694109303	2.818515616	3.544469718
ZBTB12	0.865387004	1.122336139	1.814278188	1.56192697	0.882599167	0.683292529	1.8806857	1.405375837	1.518016847	2.286075223	0.817353313	0.666804144	1.104735214	1.516028413	1.64584288
ZBTB14	1.499080362	2.078252075	2.418946321	2.064175225	1.906207861	1.604678139	1.70676918	2.175827718	1.991411156	1.997911394	2.158916892	1.203038458	1.843792481	2.088406502	2.147156658
ZBTB17	2.619235169	2.331848691	2.439142155	2.669691187	3.362322848	2.389655186	2.141391275	3.427662677	3.307135958	3.173785976	2.307827383	3.373957124	3.652997297	3.04244912	2.551702899
ZBTB18	2.584045505	2.918929798	3.870244859	3.738687839	0.954271089	1.924634479	1.591824701	4.034170299	2.541460337	4.035722894	2.216223048	2.037782023	1.731822769	2.600212156	1.964825765
ZBTB2	3.187072167	3.660034359	3.508262589	3.740822756	3.379129483	1.955184677	3.203559781	2.769875532	2.908964596	3.592209138	2.621754565	2.156639432	2.877555396	2.846358243	3.632818369
ZBTB20	0.712665065	0.974781169	0.870075554	0.948253346	0.32340383	0.396131951	1.070921654	1.29662304	0.670591836	0.969170256	0.523912681	1.082775697	1.109943097	0.696078804	0.32876344
ZBTB21	2.064860241	2.156911317	1.484598021	2.113484276	2.533878196	1.818074863	2.695598681	2.259624719	2.294880743	2.714802718	1.983433805	1.261022044	2.779515932	2.198272842	2.548733021
ZBTB22	1.799801692	2.259690516	2.388877098	2.225350951	3.1389107	2.607212982	3.123884024	2.800626564	3.342436275	3.016603537	2.525382561	2.325421626	2.789235529	2.721694494	3.03616478
ZBTB24	2.891398906	1.922207374	2.472870984	2.672805813	2.40905702	1.57689838	2.724923895	2.223489735	2.145148083	2.461951318	2.291182047	2.037613185	1.811592474	2.671085912	1.490838524
ZBTB25	1.197482473	1.073256677	1.16634624	1.976600341	1.18247832	0.709444943	1.08425529	1.239772801	0.985141873	1.499386487	0.930109075	1.49472152	2.031613613	1.430374273	1.619142403
ZBTB26	1.877027631	1.702539155	1.747350535	1.850339005	1.719395759	1.085025764	1.53095704	1.482919217	1.52497141	2.314644975	1.472960431	1.302260407	2.443948687	1.787420703	2.337736295
ZBTB3	1.510922113	1.847752584	2.064625518	1.494311706	1.57560837	1.711718343	1.593291351	2.101441025	1.850105406	1.729430344	1.153807748	0.910975561	1.797765131	2.547900126	1.968864968
ZBTB32	0.657937749	0.260687897	0.144897065	0.446765736	0.492422967	0.426308275	0.208689045	0.646164669	0.538957927	0.520990295	0.539028423	0.477725326	0.775599148	0.271312933	0.148872573
ZBTB33	2.963089943	2.651332365	3.626901698	3.881156752	4.00344281	3.246262858	2.930638258	3.519103569	3.144555691	3.775552474	3.418148721	3.106478423	2.785367377	3.540215037	4.210889156
ZBTB34	2.159897202	2.251440271	1.462285328	1.90666919	1.767452213	1.58536007	1.846372744	1.826924673	1.732038624	2.263125596	1.809929	1.875098531	2.852560535	2.189871741	1.815758752
ZBTB37	0.756184645	0.627128723	0.547669063	0.875879678	1.051519353	0.673355322	1.252099014	0.910634022	1.07538434	1.170007594	0.885672952	0.729341369	1.584269703	0.940884209	0.925655538
ZBTB38	3.489026451	2.936621296	2.825759121	3.926592295	2.497832531	1.97970773	4.01647966	2.615231016	2.547711958	2.460292276	3.008120665	1.921901033	3.221885633	3.372406851	3.169917739
ZBTB39	2.343372408	2.074162781	1.897381069	1.87414578	1.651883691	1.124871517	1.374895695	1.793216151	1.704210145	2.047625452	1.941680976	1.098198744	1.597840655	1.916411396	1.575790414
ZBTB4	3.443007299	3.991077066	3.040569392	3.339629708	3.934609139	4.681481925	4.235419623	3.816399565	4.340612947	3.72443179	4.228198853	3.684220874	4.418847463	3.397147815	4.544463588
ZBTB40	2.546855652	1.990166919	2.284809394	2.501653326	2.148664359	1.927735121	2.192780788	2.502102955	2.123842074	2.833912387	2.560299913	1.926135112	2.559705865	2.390101508	2.578228058
ZBTB41	2.51746225	2.474933777	2.169685152	2.455101584	2.385210055	1.465098469	1.578270862	1.818077844	1.849762595	3.137198247	1.81331163	1.824410542	2.673098758	1.673120529	3.249536695
ZBTB42	1.382069353	2.032345233	2.31745167	2.417958936	1.233438543	1.667743248	2.760133387	2.203841183	0.771952744	2.217906137	2.958787226	1.475408899	1.774560227	2.157035842	1.585900255
ZBTB43	2.711525303	2.329860875	1.380132733	2.146443154	2.574121112	2.170331988	2.483759562	2.327228294	2.316028805	2.80342512	2.282966171	3.011562189	4.470898423	2.137366493	2.365793374
ZBTB44	3.033687421	2.721680562	2.652395447	2.26101488	1.848682132	2.389209562	2.388380427	2.66396279	3.880829033	3.457542027	2.845225359	2.311850291	3.102949815	2.685199528	1.874797184
ZBTB45	2.775306279	2.951180233	2.78526499	2.459228464	2.711648145	2.785448983	3.31292517	3.010727753	3.570002003	3.306465237	2.741327492	2.856213286	2.672395628	3.051147473	2.526158487
ZBTB46	1.387396196	1.369680696	0.718416176	0.700468051	1.22164654	0.776398863	0.651519557	1.844542238	1.006454205	0.864629855	0.736800352	0.940719286	1.725804905	1.002997567	0.839985037
ZBTB47	1.844993295	2.200898458	1.508295648	1.804129522	2.113382643	1.443908171	2.720329211	2.162745324	1.986462534	1.841786594	2.483064826	2.242150624	3.196359871	1.436212713	1.763412088
ZBTB48	1.223845814	1.392490836	1.704183329	2.220739317	2.24098619	1.492700188	1.938210976	2.288600206	1.908030846	2.714005449	1.518763645	1.811491269	2.726424706	2.283049698	1.798701058
ZBTB49	1.219266084	1.094260582	1.142189278	1.416168658	0.798127476	0.737428906	0.648825054	1.301782788	1.248035112	1.904780607	1.454891675	0.708318107	1.568545606	1.158665136	1.396631346
ZBTB5	2.833010798	2.48744725	2.640743677	2.597146736	2.221085333	3.723553879	2.647756511	3.101443371	2.243280056	2.063575597	2.687927906	2.841731093	2.871114992	3.098685288	3.06986859
ZBTB6	2.571458987	2.524119936	1.686359851	2.754522287	2.22606278	1.859754204	2.115580261	2.136224699	2.348292487	2.575447256	2.387671933	2.233889207	2.250967094	2.871814749	2.37597415
ZBTB7A	5.425999037	4.946563054	4.841480294	4.981106891	4.997726739	5.40519991	5.671355606	5.183089469	5.032375118	5.860959267	5.161173711	5.377217564	4.803376241	5.527111631	5.494680121
ZBTB7B	4.676026378	4.632630571	4.89381736	5.065845275	5.423671837	5.831596973	6.241261542	5.631238136	4.709739436	6.306339997	5.388162927	5.596356949	5.106444408	5.308682009	4.223668261
ZBTB7C	1.252821828	3.41182164	2.59109296	3.272519726	2.102283505	4.672237736	2.936653491	4.046035959	2.417708404	0.05712736	2.091399301	0.091497101	1.57268337	4.134465461	3.751395533
ZBTB8A	0.818031782	1.049424733	0.987256877	0.819856517	1.249941576	0.711341682	1.18558755	1.387116237	1.324912661	1.054523113	0.97858408	1.07461509	1.279154235	1.194860687	0.921241099
ZBTB8OS	2.375578621	2.663439339	2.916688733	2.521606184	2.861773278	2.219952128	2.100900974	3.10073537	3.393518293	2.929771631	2.865518912	2.573236197	2.391824729	2.638099599	2.296657489
ZC2HC1A	1.710680413	1.022761675	1.02114703	0.605063616	0.597525749	1.721107344	1.156244648	1.471679137	2.30770001	1.007037692	1.445143164	1.458712513	2.442096559	0.790059221	1.875777728
ZC2HC1C	0.639522282	0.421616651	0.830223983	0.800772395	0.414946725	0.294562801	0.589953925	0.677917091	0.298287567	0.520451158	0.530333696	0.754306742	0.283518625	0.790629536	0.374786362
ZC3H10	0.540577373	0.661627388	0.741022618	0.873062072	0.462200493	0.523910252	0.547200247	0.757986897	0.979879351	0.594314466	0.63778595	0.596631516	0.7252159	1.031762032	0.580545275
ZC3H11A	4.527693877	4.373056985	4.144608343	4.422505449	4.058759109	3.759073252	4.097917925	4.058987725	3.68938852	5.249546208	4.038451527	4.40044855	4.343348285	3.641856827	4.766537692
ZC3H11B	0.118628623	0.064971869	0.049686741	0.205965721	0.12882936	0.0533613	0.128827304	0.144467878	0.069083168	0.256344159	0.060635833	0.106150608	0.204410544	0.104454235	0.156333021
ZC3H12A	4.852897503	4.813129382	4.460975405	5.757897547	4.62198198	2.992887756	4.642573969	4.790632635	5.402731584	5.493986922	6.203083919	4.480918047	5.113404059	5.300477677	5.445585791
ZC3H12B	0.356855572	0.384902044	0.445037068	1.209306493	0.133403047	0.098075301	0.746419994	0.661467512	0.188103013	1.354613859	0.142585837	0.066969911	0.258104422	0.436768179	0.072147712
ZC3H12C	0.985448676	0.481716776	0.144556599	0.247333179	1.222400388	1.031932786	2.560194248	1.653002357	1.271311624	0.165870359	3.223693918	1.101172051	3.272349106	1.586148967	2.198252784
ZC3H12D	1.139712659	0.664635055	1.15920466	0.921499255	0.156082111	0.188696643	0.804896452	2.050930389	0.17177282	1.852257124	1.293504454	0.109190847	0.905840253	1.673391988	0.235393368
ZC3H13	4.530836302	3.215462405	3.407387228	4.708147409	3.573468553	2.897320955	3.073979254	3.179616798	3.23953103	3.963640072	3.664948823	3.947399363	4.105377241	3.833762931	4.619328246
ZC3H14	1.545664961	1.546467042	2.184395062	1.878204608	2.066611102	1.411432099	1.57661045	1.651228763	1.468421074	1.906111032	1.701827251	1.668944774	1.780106893	1.838267378	2.129922997
ZC3H15	4.996045617	4.518282768	5.233912982	3.39737846	4.84627367	3.539204841	4.922367327	3.719799263	3.988551281	5.184022194	4.281291714	4.67906789	3.462177327	4.942881318	4.972269518
ZC3H18	3.284457977	3.062269477	2.814539286	3.127724661	2.87670431	1.88592533	2.963581639	2.527230039	2.280953915	3.235838761	2.584423832	2.673209385	2.784030233	3.090353485	3.149171365
ZC3H3	3.970521805	4.472282006	4.26532424	4.507075576	4.498284235	3.564098125	3.538257391	3.820430307	4.369282198	3.418204831	3.93042425	4.68215108	4.786278032	3.110721205	4.185780359
ZC3H4	3.561742439	3.868416519	3.998102655	3.578648627	3.603089988	3.296170723	3.985451512	3.817482742	3.34428763	4.158036281	4.038253095	3.531883898	3.423373873	3.987423627	3.973868791
ZC3H6	1.244101943	0.836672899	0.89415955	1.317222228	0.886143191	0.93347395	0.373232446	1.299737197	1.288400098	2.104179408	0.923533835	0.487940607	1.594828714	1.220758808	1.64906877
ZC3H7A	2.970988478	2.815625548	3.097620457	3.073172579	2.959837983	1.986971275	3.52224637	2.840030756	2.495008687	2.443977767	2.606064977	2.557046923	2.770066037	3.146757232	2.853702107
ZC3H7B	3.693467134	4.001038135	3.778205027	4.925772232	3.458244141	2.913239249	3.875545352	3.637628753	3.31614279	3.859875305	4.075309185	3.516002153	3.434506212	3.898218976	4.046577062
ZC3H8	1.782483785	1.279868432	1.632588934	2.057980129	1.707314095	1.166522628	1.122729538	1.09562496	1.153333151	2.123514613	2.201620934	1.273648038	1.739496928	1.495642059	1.905917007
ZC3HAV1	3.534627206	3.386983156	3.781126219	3.651119358	3.704180152	3.741309169	3.679816165	3.539236449	3.859527542	3.778274697	3.441957363	2.629426768	4.149915423	3.647240572	3.388208559
ZC3HAV1L	3.116535086	3.585319535	3.145096421	2.892752552	2.346410079	1.444323027	2.792784004	2.034033836	2.476835798	3.701178332	2.857975013	2.90467101	2.941510389	2.504511109	3.330427545
ZC3HC1	2.360013139	2.188084573	2.536817144	2.703565449	2.431296507	1.60703531	2.183872206	2.428689601	2.878574275	2.873183253	2.260950158	2.021506723	2.382667419	2.543872607	2.270830511
ZC4H2	0.821137272	1.032835189	1.066093901	1.769622272	0.197385515	0.964586079	1.299103557	1.896422572	0.26902555	1.782600145	1.918585407	0.561410077	0.462518602	0.85106636	0.712045265
ZCCHC10	2.558535864	2.45226407	3.080219767	2.685999046	3.142231391	2.506109774	2.504635092	2.766612484	2.312907984	2.41407408	2.634045812	3.094609777	2.967801694	2.40291551	3.284236542
ZCCHC14	3.545139683	3.641483428	3.21617897	3.228466635	3.590511119	2.686062809	3.345381025	2.99640117	2.229730413	4.031323741	2.935228022	2.481434606	3.549411249	2.327109593	3.884189349
ZCCHC17	3.258527303	3.410315816	3.600217061	4.128228239	4.191018382	2.841925628	3.163623417	3.81167883	4.978398111	3.924948552	4.268841194	3.959817151	3.440013928	3.748653867	3.790923419
ZCCHC18	0.070208907	0.057234005	0.050997599	0.146005445	0.031931499	0.048033991	0.03525138	0.974710998	0.018949314	0.06429889	0.185398838	0.030136045	0.070021983	0.040942118	0.032855102
ZCCHC2	1.384835451	2.15100675	1.70912127	3.250990533	1.746965116	1.499393837	3.668671453	1.865275538	2.092341031	2.296211886	2.303233939	1.210392144	2.630830482	2.038167403	2.24308153
ZCCHC24	2.238164619	1.197530337	1.022084207	1.307483624	2.230797511	1.68877414	1.012296099	2.551796674	2.128921821	1.455785227	1.368799907	1.132583052	2.814827832	1.2338657	1.323991735
ZCCHC3	3.717283068	3.248182284	3.263327562	3.472518936	1.949432776	1.817450782	3.480014984	2.946482446	2.657201757	4.090204856	2.885129588	2.734734931	2.055127572	3.33215493	3.325398627
ZCCHC4	1.310295673	1.140326215	1.399374817	1.370133124	0.958395119	0.953177757	0.657181634	1.067803184	1.536501932	2.209489478	1.359436857	1.354758271	1.212698824	1.365656393	1.389339961
ZCCHC7	3.07018761	2.061172413	2.299276898	2.713800566	2.149319456	1.766707618	2.183593484	2.450690689	2.168149904	1.88175913	2.669257611	2.998621725	2.606865408	3.113532828	2.462492376
ZCCHC8	1.995723835	1.78383811	2.362808223	2.158709684	2.074464604	1.669549146	1.604510281	1.816140563	2.186687953	1.938563283	1.751238099	2.037425954	2.924191039	2.228891546	2.158238068
ZCCHC9	2.269007389	1.550143872	2.619840899	1.944344809	1.655017438	1.597059295	1.745070213	1.743938503	1.513829093	2.190611345	1.786465304	2.681160585	2.586568283	1.713053169	2.536201807
ZCRB1	4.074421039	4.063964279	4.441533901	3.916221055	4.387454785	3.367434355	2.78958012	3.995701341	5.174586959	3.961893931	3.730525405	4.793128647	4.385910021	4.036046992	4.062761695
ZCWPW1	0.493121058	0.963995452	0.183935679	1.059299849	0.624879547	0.579650756	0.970895643	0.613230657	0.672819572	0.928357526	0.228456048	0.218913488	0.817175605	0.375944805	1.280043384
ZCWPW2	0.118825298	0.048869859	0.047812869	0.274143123	0.18710872	0.177325815	0.125657892	0.278219926	0.252037246	0.146274254	0.106016376	0.248290119	0.456913041	0.171674488	0.132648928
ZDBF2	0.541743687	0.162694426	0.074599358	0.197998909	0.909293822	0.870966434	1.218632126	0.477206493	1.379565832	0.153848515	0.241266477	0.050990239	2.531281162	0.181984296	2.608906407
ZDHHC1	2.212235131	4.314631982	2.774962442	2.691308482	2.846671871	1.286304084	1.507671166	2.605609359	2.661439837	2.524152618	4.001247706	4.166143169	2.853599553	1.968276341	2.615024914
ZDHHC11	0.287106754	1.018428906	0.726096023	1.501667895	0.937150943	0.431014844	1.097739441	0.270996146	1.66428719	0.723893826	0.072861687	0.421719026	0.214108835	1.556535197	1.069488307
ZDHHC11B	0.847207183	1.771365577	1.704834935	2.609501803	0.515836117	1.641211733	0.631604513	1.386338036	2.098748823	3.062991016	0.138580226	1.801588221	0.078223207	1.744447137	0.693776943
ZDHHC12	3.840125643	5.346080027	4.999535211	4.474071635	4.570664964	4.098084588	4.069044861	5.015567087	6.333759934	4.032161943	4.26366175	4.399746892	4.162920118	4.386048313	3.968660137
ZDHHC13	2.603517798	2.687027705	1.941685967	3.093452829	2.001307613	3.488402876	2.697239526	2.485994004	2.282506842	3.0073462	2.529270828	2.853502332	2.201545104	2.693670723	2.370666301
ZDHHC14	1.147215608	2.028086467	1.723607415	1.075951124	1.279375583	0.601106677	1.411099746	1.532531958	1.168424132	1.450667843	1.484386343	0.242065212	0.739737552	1.792831404	0.861779649
ZDHHC15	0.006295268	0.03130777	0.030626599	0.061392334	0.04512772	0.40198542	0.071655588	0.122217302	0.178107556	0.053454318	0.041188222	0.006040429	0.069600998	0.033150391	0.016419911
ZDHHC16	3.060297154	3.941850651	3.584668466	3.531318117	2.475643091	2.650363248	3.438740933	3.337810557	3.319296924	3.175113384	3.461294393	3.121368997	3.037660289	3.154399559	3.195246975
ZDHHC17	2.154217726	1.44437706	1.557830353	1.903305827	2.009064783	1.189247261	1.46230987	1.687139292	2.177967612	2.143011169	1.613359142	1.587975042	3.235656808	1.22478613	2.039107934
ZDHHC18	2.771172295	2.783548289	2.61856493	2.802833144	3.316361448	2.827773799	2.480268796	2.467534306	3.227476174	3.003296324	3.384417531	3.794741465	3.718791729	2.841751308	3.88998267
ZDHHC2	3.584764415	3.341138035	3.819212242	3.670665844	0.377659565	1.172373437	3.227694891	1.325753722	3.377348229	1.957943268	0.834459367	0.229058421	0.97156293	2.758062958	3.944938472
ZDHHC20	5.545728104	4.525201039	5.498648341	5.157039707	3.852182146	5.007656101	4.310633593	4.979232071	4.22193429	4.886319421	4.418134922	4.515485844	3.95212238	5.289373796	5.683766591
ZDHHC21	2.58933124	1.453163972	1.915443898	2.342322754	2.217831137	3.382300503	2.237213011	2.533361033	1.622409065	1.65230657	2.893450124	3.663259498	2.625949354	2.368227054	1.312452009
