Ensembl_ID	TCGA-BR-8680-01A	TCGA-IN-A7NR-01A	TCGA-CG-4440-01A	TCGA-R5-A7ZI-01A	TCGA-CG-4462-01A	TCGA-R5-A7O7-01A	TCGA-VQ-A8DZ-01A	TCGA-CG-5719-01A	TCGA-VQ-A8PQ-01A	TCGA-IN-7808-01A	TCGA-D7-A748-01A	TCGA-CG-4460-01A	TCGA-CG-4306-01A	TCGA-VQ-A8PJ-01A	TCGA-R5-A7ZF-01A	TCGA-CG-5724-01A	TCGA-CG-4465-01A	TCGA-BR-7957-01A	TCGA-BR-7196-01A	TCGA-CG-4301-01A	TCGA-CG-5722-01A	TCGA-BR-8289-01A	TCGA-CG-5716-01A	TCGA-CD-8529-01A
ACAD8	1.535979444	1.354067254	2.250069981	2.111818008	1.790848922	1.108814748	2.408525702	1.557092126	1.995020348	1.56803521	1.239437265	2.412033853	1.86982979	1.350377957	1.83946639	1.460867977	1.634036175	2.112188625	1.847600416	1.819929985	2.223398108	1.597980478	1.918488867	1.637929797
ACAD9	3.155900179	2.959513367	3.549019533	3.344819274	2.883143021	2.987115118	3.339686558	3.234430838	2.947954339	2.7400737	2.51416322	3.105311889	3.194908188	4.130023094	2.964208733	3.273103741	3.165009149	2.886609883	3.998327205	2.658299722	3.337520535	3.352598353	3.417687295	3.28706903
ACADM	2.296092005	3.433765058	3.932272526	2.745037123	3.403772798	2.701867824	2.550515336	2.76782837	3.334920656	3.437605387	2.270079387	4.142759285	3.840316222	1.274589276	3.403357051	2.460766714	3.021277331	2.855070988	2.726795582	3.383596499	3.150185028	3.181706522	3.190079349	3.651861826
ACADS	3.367337887	3.253456844	2.769543252	4.029852844	2.708782078	2.366130569	4.060808979	3.648925001	3.789893521	2.763611435	4.148606654	3.051711854	3.011767835	3.279816829	3.297820646	3.579349899	3.824821238	3.360620966	3.696805991	2.554997814	3.589057086	3.473092371	4.069190892	4.062882966
ACADSB	2.374644696	1.652341579	2.280627688	1.408009478	2.12942174	1.348123942	1.5395644	1.746220268	2.585623602	1.600181454	1.346977355	2.310863046	2.581402384	1.791246144	2.266107401	0.980381674	3.030213017	2.737976065	2.217997061	2.886199335	3.484258078	2.702216728	2.195145148	2.149739386
ACADVL	4.902212735	4.663977968	5.748263049	4.795639732	4.906346385	4.699977459	5.143319541	4.692444739	4.434588775	5.406178658	4.838204863	5.174970572	4.784611442	4.946893942	4.341919856	5.604704474	5.314341662	4.97709488	5.288870699	4.788310436	5.633921183	3.700354051	6.127651662	5.140601018
ACAN	0.395509961	0.160220663	0.56181072	0.620170812	0.68652636	1.734871051	1.623043018	1.915137386	0.575432957	0.110654457	0.574935964	1.04331158	0.746538597	1.202592148	1.197112163	0.665780169	1.145117628	0.706452192	1.603421098	1.063837213	0.67571529	0.285030905	0.222768479	1.046509559
ACAP1	0.964762711	1.592779986	0.522404379	2.055766309	1.17081329	1.394327914	0.689027774	1.164894245	3.691473866	3.636964895	1.035925989	0.691058518	0.842407501	0.472505207	0.874561713	0.883415798	0.483444063	0.848975283	1.947508196	0.596780019	2.332389074	0.85477347	2.060946509	2.104247754
ACAP2	2.690206682	2.570179717	3.055724888	1.438404248	3.43839382	2.503254274	2.520683773	2.226573695	3.573215756	2.711507506	2.634875579	3.069094612	3.46933933	3.251740861	2.223164511	1.993476376	3.228304846	3.16251527	3.144098846	2.953342952	2.221306607	2.695429722	2.26775688	3.200855291
ACAP3	3.101658674	2.594228242	3.044507672	2.369820122	2.080032137	2.615354957	3.197852873	2.054096615	2.655608993	3.396899422	1.656534849	2.368598434	1.887753983	2.574422472	2.560541008	2.86809109	1.430735404	2.433700474	2.312920113	1.841367873	1.807183496	3.282055896	2.744361574	2.548830538
ACAT1	3.236398438	2.05481269	4.559288044	3.558859155	2.767108469	2.35492777	2.93014616	2.212673222	2.663098337	2.222958871	2.407057704	3.75877328	3.275082711	2.487045251	3.982570513	2.17583294	3.874763664	2.683362111	3.172998218	2.987840566	3.480155877	3.385286094	3.39048779	2.391723032
ACAT2	3.237850352	2.382667301	3.631034968	2.542958415	1.628119224	2.078145807	3.127997987	2.181693602	1.894170268	1.755607374	1.094671758	2.986864349	3.509667266	2.864244817	2.882664619	1.983553917	3.398100993	1.906760719	2.286999329	1.85915271	2.349092302	2.77495565	1.996915953	2.107864184
ACBD3	5.040331161	4.520143544	4.832231522	3.953483643	4.560336974	4.438365799	4.553052509	4.156401174	4.063594329	4.968922674	4.405201937	5.591702759	5.24373316	4.947977171	4.424563911	3.598720496	4.943815091	4.740186086	4.508364409	5.039576945	4.392088564	5.152161468	4.738428285	5.166921777
ACBD4	1.617104777	1.669604983	1.382611739	1.489815324	1.514264172	1.397173543	1.743473318	2.498629605	2.413620097	1.963743575	1.478105771	1.911064074	1.120843363	1.7718869	1.657577468	2.343521847	1.761934415	1.496695362	2.09799761	1.205001051	1.580214739	2.027974481	1.797596824	2.089304764
ACBD5	3.611634456	3.497055912	4.319610538	2.712034808	3.765166152	3.706991987	2.974303305	3.404933619	3.545685063	2.681958922	3.318852282	4.241718028	4.528890462	3.358239248	3.071831444	2.779540983	4.554291987	3.512457282	2.662486719	3.800071512	3.133997893	3.556708607	3.311528847	3.398423523
ACCS	0.633002409	1.289931358	0.995282922	1.463748793	1.289200628	1.277576266	1.623330909	1.097538629	2.147065602	1.848193961	0.921092543	1.06747969	0.729755548	0.93783593	0.557615259	0.362296452	0.695999986	0.88446655	1.360377625	1.14988767	0.889392964	1.261988956	0.902446414	1.479756794
ACD	3.662800866	2.811410968	3.223937666	3.076678923	2.50530328	3.580023911	3.400275885	3.401145242	3.023332891	2.751299795	2.573960961	2.770861756	2.858911676	2.979295675	3.743372968	4.099174192	2.360493876	2.610941054	3.112778384	2.409852038	4.241154598	2.676889303	2.829004739	3.126293542
ACE	2.261402672	1.842942157	2.213281601	1.600718723	2.599746797	2.946931383	4.020359852	2.902886615	2.3327634	2.09373194	2.580600866	3.097346101	1.853163158	3.627485998	2.054762493	2.313850044	1.560654981	2.770211464	2.590242125	1.858567286	2.869971725	1.709182541	2.232282327	4.316283048
ACER2	0.676861532	2.567424265	0.554162338	0.889546881	3.25987947	1.921782267	2.523386808	2.146654739	2.401968487	0.900531538	2.18759038	2.795752519	3.425821639	2.010248374	0.978449611	1.294910425	1.763834576	2.043196878	2.386873539	3.928652556	2.088191146	3.571235616	5.631420155	3.258894265
ACER3	3.779650254	2.19111004	3.218326035	2.873559079	2.679956317	2.840495278	2.828025909	2.368990703	2.889958288	3.97795399	2.681609951	1.799491298	2.672226806	2.983999203	3.099965627	2.998299476	2.890745701	2.830830087	3.667923569	2.621422029	2.32358547	2.619765891	2.180618577	3.091729671
ACHE	0.739356318	1.886806646	2.502465511	3.43744189	0.879697152	2.271810865	2.557518612	2.985121323	3.090483106	2.033012279	3.387275638	3.944132884	2.156028218	4.165787874	1.073931352	0.658120537	4.296456217	0.856847074	0.760022363	3.594365983	1.242596096	2.027879346	1.362683508	1.453633446
ACIN1	4.381518639	3.933573046	4.243547075	3.35170314	3.953806186	3.684947386	4.05133318	3.316294261	4.379393975	4.304100877	3.212044611	4.575753242	3.88760558	4.039318928	3.552884222	3.459280355	3.752986457	4.122189951	4.138793439	3.845596192	3.862106659	4.077966087	3.696417919	3.84998916
ACKR1	0.055571108	5.15253189	1.464883171	0.830961553	4.546519391	1.430818848	2.933372536	4.716602696	4.731531322	4.528702621	3.768549303	1.634823183	2.088569221	1.308702378	1.395935969	1.32269905	1.40528237	5.089533866	5.662119233	1.56249436	4.102825336	2.961314031	3.873604396	3.796270423
ACKR3	1.824526071	2.485464877	2.449311262	2.14556189	3.571006568	3.267259711	3.686275608	3.863484944	2.492829471	2.340790542	4.065596679	4.040839366	3.632782539	3.470477675	2.748851108	2.849627544	2.645697895	4.116792114	4.005299123	3.342942538	4.580393851	2.98390845	2.186195075	3.761556597
ACKR4	0.158896144	1.37315683	0.895511927	0.252727021	2.196879155	0.514562555	0.353772904	1.637192299	0.906939168	0.404582937	2.348807585	1.098572166	2.75659006	1.077225944	0.509220347	0.765140925	0.993989517	1.195177989	2.177039435	1.975705587	1.053155052	0.792352276	2.847052897	1.317109945
ACLY	6.164536235	4.949140902	6.889935467	3.909460649	4.80480549	4.262646635	5.391635743	4.985161686	4.802783179	4.514991168	4.608227242	5.824781956	5.051426841	5.313625323	4.82672208	5.884259424	5.280848296	5.394108747	4.927233603	5.010489582	4.741013431	4.988327356	4.812871659	5.517717216
ACO1	3.216537152	2.424081994	3.622421862	3.877781514	3.346220038	3.65530072	2.801485627	2.823685826	2.813200667	2.19924084	3.170069131	4.018806892	3.59940412	3.259499596	4.210122977	2.316683499	3.609525302	3.366786892	3.489593091	3.065368773	2.571812714	3.986143337	3.619680753	3.502703803
ACO2	4.426187531	4.185898984	5.211012783	4.528888524	4.261570922	4.193278387	4.704832589	4.745958532	4.775806005	4.570963293	3.647025917	4.191001814	4.576508254	5.691764481	4.468732917	4.095240948	5.003193691	4.926063403	4.913335421	4.342065037	4.515192546	4.755007742	5.69941747	5.110662853
ACOT1	1.251450105	1.103418478	0.836209813	0.78496961	1.146181238	0.796726623	2.724475677	2.048300708	0.971918041	1.254720468	0.887752527	1.198035766	0.981318508	1.250492563	0.862680324	0.4465248	0.761045679	2.457415046	1.597348388	0.514048821	1.384370343	1.60825919	0.627217032	1.018853221
ACOT11	1.908847784	1.790508471	0.88407078	0.202625491	1.010692883	1.801469568	2.365226927	1.418075978	2.058638568	1.421002418	1.40970397	0.924661783	1.164113693	2.327974937	1.26729487	1.48828875	2.029651023	1.500677197	1.301425641	1.211916301	1.334861951	1.91289267	3.129552203	1.916098073
ACOT13	2.828238974	2.394857022	2.739499079	2.615234448	2.787624432	1.875200755	2.87505448	2.555087144	2.391491717	2.812388748	2.329680569	2.39757677	2.897289148	1.83758204	3.365831997	1.760217936	3.106895603	1.795894235	2.07419514	2.8808842	2.782029531	2.947168144	2.051073489	2.495521787
ACOT2	2.50927271	2.850911792	2.731502452	2.787293241	2.560924843	3.093955072	4.086617714	3.470118953	2.422873964	2.956877745	2.667676157	2.782597242	1.869904852	2.589026653	3.180159334	3.542780859	2.428180432	3.103057965	3.530871739	2.297284211	4.024440862	1.035285276	2.598971435	3.129121066
ACOT4	0.661052345	1.36131247	1.000035193	1.083812905	1.082252949	1.975524912	2.27551125	1.627523503	1.213785476	1.171921335	1.533890384	2.275344784	0.673563523	1.747636477	1.267957397	2.731349116	1.824919863	0.674048442	0.537124928	2.308944716	1.880075219	1.791956413	1.796238186	2.163293682
ACOT7	4.086036245	2.949336941	4.958973341	3.061104176	3.200907597	3.905805471	3.55400996	3.562630069	3.407661722	3.484130299	2.607642944	2.526618628	3.137350863	4.045007968	5.220369999	4.643724857	4.323981602	4.256655041	4.037702616	3.824817261	3.637256743	3.775326358	4.143161931	3.853888779
ACOT8	2.127172027	2.358188499	3.114994666	2.535865489	2.262355767	2.835945662	3.455931686	2.564905552	2.39535326	2.578563354	2.096938932	2.540609768	2.044015551	3.122083471	2.917898383	3.373175357	2.060160953	2.365292517	2.315471839	2.767905843	2.719870156	2.264091307	2.654990136	2.508328243
ACOT9	2.811811258	2.530809416	3.236185629	3.524612097	3.027205986	2.638442088	2.500949755	2.627128346	2.8422265	2.596267033	2.548022732	2.30051313	3.065582395	2.879725797	4.098046875	3.081484254	3.030748502	2.631314795	3.165476812	3.16089161	2.246093933	3.174980891	2.893545733	2.793685865
ACOX1	2.967837487	3.649339166	4.134744489	2.963513503	3.613973938	3.335142411	3.695302496	3.832048675	3.217600085	2.314787165	3.23541476	5.694481103	3.631826475	4.347638271	2.835059111	3.057264545	3.498526247	3.471635431	3.763568208	3.480891235	2.907012456	4.668546755	4.246388219	3.575218964
ACOX2	2.07396212	0.713966617	1.328849253	0.061255468	1.653392853	0.247299966	1.642293415	1.045004097	1.299193747	0.917114841	0.862186584	0.566383504	0.467966015	1.624457088	0.099273187	0.392403952	2.438015343	1.550802825	1.508876923	0.786477524	0.701697028	0.939465315	0.494316962	1.667500428
ACOX3	2.444317269	3.001389001	2.009394277	1.740440997	2.375778829	1.593051432	2.564263903	2.511174049	2.911157448	1.837543575	2.172054669	2.033836818	2.064264283	2.364580685	2.502656573	2.639696791	1.961269279	2.191679202	2.431049763	2.253134028	2.199617653	2.182235936	2.806240715	2.788653607
ACOXL	0.292187336	0.034055596	0.031078587	0.081678744	0.048852419	0.194577855	0.627916046	0.16887283	0.118988365	0.281338537	0.006755346	0.256115451	0.099397624	0.536220251	0.252570808	0.359559735	0.041570939	0.103057278	0.124390845	0.04695004	0.077057516	0.705966598	0.35419025	0.196193369
ACP1	4.628859779	3.997332423	4.504690712	4.208372208	3.811181447	3.717993472	3.597867707	3.764990099	3.515204827	3.797799229	3.586907747	4.628611166	4.625292337	3.569927753	4.722157042	4.249564288	4.469170697	3.694098465	3.776076037	4.571895796	3.924691166	4.676647082	3.895495953	3.77488354
ACP2	3.117968868	3.956616765	3.879845799	4.808813754	4.124939116	3.42691668	4.625129289	4.296588912	3.794538275	3.769028102	4.676992605	4.025181255	4.15818446	4.049918424	3.588605856	4.059568491	4.328269465	3.759526849	4.237209475	3.382386351	4.123164104	4.455426754	4.075114824	4.315196367
ACP5	2.187828781	3.465878316	3.031523056	4.510556856	4.854244195	3.577292179	4.42396471	5.030035882	4.3915836	4.093782267	6.215830317	3.764396042	3.318955274	3.280221687	2.140539629	4.461409429	4.542534978	3.069229574	4.180306921	4.639771946	4.803696142	4.429132958	3.827541382	5.69055535
ACP6	1.747610193	2.349814397	2.245116109	0.879460683	1.551305069	0.985787102	2.151238574	1.450889265	1.536746923	1.984470691	1.466563429	1.783558955	1.388574144	2.087791599	1.24479969	2.313709835	1.284722231	1.276937289	0.86662448	1.440620856	1.215716397	1.701537178	1.094034776	2.069209484
ACRBP	0.504772217	0.963185117	1.074484859	0.521718926	1.44220311	1.055663666	0.660920054	0.866157186	1.307425123	1.179267722	1.293721685	4.162054634	1.586455763	0.480092071	3.008760522	0.716205632	2.403082709	1.223220729	0.806961023	0.713706714	0.880518292	1.305870691	0.599918437	1.262267848
ACSBG1	0.151260499	0.055083973	0.082597898	0.07990034	0.056700607	0.238462624	0.132167543	0.044483118	0.127450262	0.115442222	0.018790347	0.02188417	0.062771677	0.132411218	0.023894789	0.059622956	0.067133044	0.066809892	0.082949372	0.078742329	0.080613454	0.03163519	0.083211704	0.092369072
ACSF2	2.722699924	2.576516465	1.52107771	0.917846668	2.121635659	1.339717248	2.851442728	2.756757312	1.811903814	1.610642011	2.207890602	2.415347421	1.118877884	2.524623097	1.785276259	2.795538069	1.238621286	1.13952375	2.883152429	2.18471244	3.254585618	3.22583459	1.822302397	2.602594795
ACSF3	2.219371552	1.54606902	1.740696937	1.325110805	1.661977175	1.335315574	1.933310786	1.751086776	2.133598882	1.90556575	1.121660023	1.777552344	1.438737963	1.82675644	1.673064974	1.733106039	1.501410192	1.807591148	1.591835125	1.535367436	1.977214148	2.029498299	1.840115472	1.887849478
ACSL1	2.655032519	3.585283637	3.053336778	2.638280517	4.541829916	3.19961393	2.503419014	2.702924295	2.995950492	2.051519335	4.001319819	4.442345499	4.698613983	2.653643426	3.334245043	2.092928865	2.981862103	2.918626308	2.927435064	3.564135527	2.507735798	3.121222469	2.912331194	3.729113706
ACSL3	4.55003293	4.133614622	4.776386882	3.671243245	3.790573516	3.970904511	4.446689255	3.62253403	3.528707713	3.424623366	3.935341071	5.610597111	4.485908995	4.553433909	3.43544304	3.545415919	4.473123294	3.943219595	4.014327524	4.756708622	3.299300114	5.301146206	4.043748021	4.517802298
ACSL4	4.580753545	3.256953143	4.365828669	3.780640165	4.932086057	4.454279978	3.132475748	3.860259389	3.725147571	3.034224826	4.026506997	3.98318924	5.189297064	4.415346555	3.985444154	2.956185824	3.865427705	4.663867576	3.720936745	4.43182369	3.710075949	3.742644123	4.022220188	3.654547324
ACSL5	6.499500563	4.89927166	5.437107491	4.934867736	5.098211144	4.265671938	3.75090646	5.447832258	5.884105661	3.424247056	5.296263513	3.114008414	5.328062883	4.161600951	5.91858326	5.793999543	5.494547147	4.499605751	4.567788928	4.76973028	4.035235418	4.424593635	5.614971592	5.488778243
ACSL6	0.440111727	0.066043584	0.043987823	0.126156258	0.074378585	0.176956022	0.033105144	0.032804971	0.79844753	0.481304126	0.026315553	0.180228575	0.036997478	0.027110348	0.013469425	0.01788314	0.620993789	0.116229514	0.091450181	0.06150577	0.08049633	0.064073299	0.111482788	0.285710986
ACSM3	0.506716813	1.35723458	0.810614943	1.666333864	1.639272771	1.027011233	2.125051714	2.318051147	2.198225673	0.722387743	1.506616401	1.120334691	1.42964273	0.92754913	0.577253132	0.69526515	0.695376042	0.569094267	1.104345882	2.387923539	2.204063449	0.789610559	1.127041978	1.503619395
ACSS1	2.240761314	2.572676212	2.637281499	1.886051965	2.9564752	2.706963642	3.812382195	3.09284511	3.820345101	3.265744623	1.676866814	3.025531815	2.778969144	3.525092188	2.60098843	2.078527753	1.120597723	2.778367353	3.278062052	2.73428812	1.916623887	4.443895178	3.409335769	3.580962435
ACSS2	4.146713528	2.651995266	4.311715637	3.419221918	2.923853407	2.696092894	4.844272724	3.722455918	3.382250112	4.000180113	2.492688771	3.50255444	3.595968636	4.627939957	3.29811841	2.624236916	5.536294557	3.350159611	3.075677345	3.742387424	2.773097212	4.154122613	4.582172157	3.524087033
ACSS3	1.219677755	0.194067597	0.383043737	0.030077604	0.934466449	0.115369178	0.921759787	0.321367678	0.688977097	0.371277772	0.676171794	0.151923693	0.195804658	0.803472606	0.196714702	0.110008669	0.10747454	0.825393067	0.645316849	0.255437385	0.197846914	0.941191203	0.140786533	0.367114564
ACTA1	0.539654819	0.688986999	0.655810122	0.870654012	0.447947036	0.681061552	0.743645757	0.213032224	0.526727547	0.405317535	0.64090697	0.599669187	0.769817813	0.418018635	0.912720441	0.315566357	0.791161609	0.480621295	0.126483109	0.549148933	0.31737103	1.1555179	0.575583864	0.345576001
ACTA2	4.950353091	6.301611742	4.881924367	4.016494787	6.730522816	5.667013334	5.663714799	8.170835118	5.934603984	4.397129064	8.165546689	6.07939045	5.693564971	4.174024549	4.378948145	5.603299742	5.833187052	7.838960527	8.401937143	6.885611695	6.024107901	7.192262758	5.251695074	7.163026604
ACTB	11.2562636	10.98090259	11.2103291	11.17381841	10.22202252	11.12501896	11.23319337	10.96479735	11.11388182	11.18267604	11.19501753	9.730843918	10.52233569	11.45084938	10.80451956	11.82435947	10.98092289	11.18114597	10.99356799	10.48184867	10.91336152	11.0502228	11.05226474	11.04985568
ACTC1	0.90028515	1.032499911	0.103243936	0.138847956	0.132251701	0.505859812	0.680109843	1.173994676	0.076722074	0.176029702	0.274195366	2.066793476	0.739006226	0.151359942	1.100068999	0.072059718	0.258424462	1.251621685	1.026306155	0.599477608	0.247214406	0.422343548	0.353548834	0.307558278
ACTG1	11.11475384	10.67082091	10.42336189	10.48314759	10.00042995	10.04358859	10.40139944	10.63017851	10.09571108	9.861525293	10.40486305	10.03551569	10.48164682	11.0156439	10.25672924	11.61443649	10.82807251	10.68923061	10.33794554	10.23084905	10.33131597	10.63469269	11.16604584	9.877765499
